ID,SAFRA,default,PAY_AMT1_trat,PAY_AMT2_trat,PAY_AMT3_trat,AVG_PAY_trat,PAY_0_trat
4659,200511,0,C1,C1,C2,C0,C0
14072,200602,1,C1,C1,C0,C2,C2
13087,200602,1,C0,C0,C0,C0,C0
5079,200511,1,C1,C1,C1,C0,C2
20431,200604,0,C1,C1,C1,C0,C2
16244,200603,1,C2,C0,C2,C1,C0
3580,200511,0,C1,C0,C1,C0,C0
12341,200602,0,C1,C1,C2,C1,C0
13525,200602,0,C1,C1,C1,C0,C0
3623,200511,0,C1,C1,C1,C0,C0
15731,200603,0,C1,C1,C1,C0,C0
1820,200510,0,C1,C2,C2,C1,C0
9022,200601,0,C2,C1,C1,C1,C0
12520,200602,1,C1,C1,C2,C1,C2
19679,200604,0,C1,C1,C2,C1,C0
5071,200511,0,C2,C2,C2,C2,C0
16036,200603,0,C0,C1,C2,C0,C1
2255,200510,0,C1,C1,C1,C1,C0
5333,200511,0,C1,C1,C1,C0,C0
18486,200604,0,C2,C2,C2,C1,C0
10840,200601,0,C2,C2,C2,C1,C0
879,200510,0,C1,C1,C2,C1,C0
17507,200603,0,C0,C0,C0,C1,C1
6318,200512,0,C1,C2,C1,C1,C0
10565,200601,0,C1,C2,C0,C1,C0
17069,200603,0,C1,C1,C2,C1,C0
4477,200511,0,C1,C1,C2,C1,C0
2608,200510,1,C1,C1,C0,C0,C0
7708,200512,0,C1,C1,C1,C0,C0
17526,200603,1,C1,C0,C2,C0,C2
14575,200602,0,C1,C1,C1,C0,C0
19648,200604,0,C2,C1,C2,C1,C1
18638,200604,0,C2,C2,C2,C1,C0
18982,200604,0,C1,C1,C2,C2,C0
14709,200602,0,C1,C0,C2,C1,C2
4379,200511,1,C1,C1,C2,C1,C2
10819,200601,1,C2,C1,C2,C1,C2
9760,200601,1,C1,C2,C2,C1,C0
3938,200511,0,C1,C1,C1,C0,C1
20121,200604,1,C1,C1,C1,C1,C0
17529,200603,0,C2,C2,C2,C2,C0
7471,200512,0,C2,C2,C2,C1,C0
12434,200602,0,C1,C1,C0,C0,C0
8228,200512,1,C1,C1,C1,C1,C0
16795,200603,0,C1,C1,C1,C0,C0
17788,200603,0,C0,C1,C0,C0,C2
2541,200510,0,C1,C1,C1,C0,C0
87,200510,1,C1,C0,C0,C0,C0
6596,200512,0,C0,C1,C0,C0,C2
9126,200601,0,C2,C1,C0,C1,C0
20244,200604,0,C2,C2,C2,C1,C0
12285,200602,0,C1,C0,C2,C1,C0
4147,200511,0,C1,C1,C2,C1,C0
4440,200511,0,C2,C2,C2,C1,C0
20527,200604,0,C2,C2,C2,C1,C0
6793,200512,0,C0,C1,C1,C0,C2
471,200510,1,C2,C2,C2,C2,C0
19182,200604,0,C2,C2,C2,C1,C0
20611,200604,0,C2,C2,C2,C1,C0
12175,200602,1,C2,C0,C0,C1,C0
19049,200604,0,C1,C2,C2,C1,C0
11713,200601,0,C2,C0,C2,C1,C1
15100,200603,0,C2,C0,C0,C1,C0
14081,200602,0,C0,C1,C1,C0,C1
15455,200603,1,C1,C0,C1,C0,C2
8440,200512,1,C2,C1,C2,C1,C0
1483,200510,0,C2,C1,C2,C1,C0
17144,200603,0,C2,C2,C2,C2,C0
89,200510,0,C2,C2,C1,C1,C0
11238,200601,0,C2,C0,C0,C1,C0
3175,200511,0,C2,C2,C2,C1,C0
11900,200601,0,C1,C1,C1,C0,C0
7612,200512,0,C2,C1,C1,C1,C0
13112,200602,0,C1,C1,C0,C2,C0
18433,200604,0,C2,C2,C2,C1,C2
14813,200602,1,C1,C1,C1,C0,C0
17421,200603,0,C1,C0,C2,C0,C1
8252,200512,0,C1,C1,C1,C0,C0
11787,200601,0,C1,C1,C0,C0,C0
1632,200510,0,C2,C2,C2,C2,C0
3051,200511,0,C2,C2,C2,C2,C0
1691,200510,0,C2,C2,C2,C2,C0
13865,200602,1,C1,C1,C0,C0,C2
12405,200602,0,C1,C1,C2,C2,C0
3439,200511,0,C1,C2,C2,C2,C0
16144,200603,0,C1,C1,C1,C0,C0
17032,200603,1,C1,C1,C0,C0,C2
365,200510,0,C1,C1,C1,C0,C0
13616,200602,0,C2,C0,C0,C1,C1
20576,200604,0,C2,C2,C2,C2,C0
20814,200604,0,C2,C2,C2,C2,C2
7904,200512,0,C1,C1,C0,C1,C1
13706,200602,0,C1,C1,C1,C0,C0
15877,200603,0,C1,C1,C1,C0,C0
11332,200601,0,C2,C1,C2,C1,C0
4699,200511,0,C0,C0,C0,C0,C0
12483,200602,0,C1,C1,C1,C1,C0
10868,200601,0,C0,C0,C0,C0,C0
168,200510,0,C1,C0,C1,C1,C0
2694,200510,0,C1,C1,C2,C1,C0
4757,200511,0,C1,C2,C2,C1,C0
18404,200604,0,C1,C1,C1,C0,C0
14833,200602,1,C1,C1,C2,C1,C2
3846,200511,0,C2,C0,C0,C1,C0
13030,200602,1,C0,C1,C1,C0,C0
20101,200604,1,C1,C1,C1,C0,C0
19172,200604,0,C1,C1,C1,C1,C0
20355,200604,0,C1,C1,C1,C0,C1
4331,200511,0,C0,C0,C0,C0,C1
10112,200601,1,C1,C1,C1,C1,C1
18866,200604,0,C0,C0,C0,C0,C2
15428,200603,1,C0,C0,C0,C0,C2
18195,200604,0,C2,C2,C2,C2,C0
6987,200512,0,C1,C1,C0,C0,C0
11337,200601,0,C1,C1,C1,C1,C0
8969,200512,0,C1,C1,C1,C0,C0
15547,200603,0,C1,C1,C1,C1,C0
18742,200604,0,C0,C0,C0,C1,C0
4727,200511,1,C1,C1,C1,C0,C0
18420,200604,1,C0,C1,C1,C0,C2
4779,200511,0,C1,C0,C2,C1,C1
5543,200511,0,C2,C1,C2,C1,C2
17443,200603,0,C2,C2,C2,C1,C0
6039,200512,0,C2,C1,C0,C1,C2
2230,200510,0,C2,C2,C0,C1,C0
15571,200603,0,C0,C2,C1,C1,C2
5323,200511,0,C1,C1,C1,C0,C2
9224,200601,0,C1,C1,C0,C0,C0
7824,200512,0,C2,C1,C1,C1,C0
15610,200603,0,C0,C2,C2,C1,C0
2331,200510,0,C2,C2,C2,C1,C0
3516,200511,0,C1,C1,C0,C0,C0
1105,200510,1,C0,C1,C0,C0,C1
10918,200601,0,C0,C0,C0,C0,C2
15328,200603,0,C2,C1,C2,C1,C0
11351,200601,0,C1,C1,C1,C0,C0
10546,200601,0,C0,C1,C1,C1,C1
15922,200603,0,C1,C1,C2,C1,C0
16720,200603,0,C2,C2,C2,C1,C0
4207,200511,0,C0,C1,C1,C0,C0
10269,200601,0,C1,C1,C1,C1,C0
8870,200512,1,C1,C1,C1,C0,C0
1814,200510,0,C0,C2,C2,C1,C2
1986,200510,1,C1,C1,C2,C1,C2
9323,200601,0,C1,C1,C1,C0,C0
5171,200511,0,C0,C0,C0,C0,C1
13387,200602,0,C2,C1,C2,C1,C0
6884,200512,0,C0,C0,C2,C2,C0
10388,200601,1,C1,C0,C2,C0,C0
18631,200604,0,C0,C0,C1,C0,C0
8387,200512,0,C1,C1,C1,C1,C0
18150,200604,0,C1,C2,C2,C1,C1
5956,200511,0,C1,C1,C1,C0,C0
7620,200512,0,C1,C1,C1,C1,C0
16480,200603,1,C0,C1,C1,C0,C1
428,200510,1,C1,C1,C1,C0,C0
3382,200511,0,C1,C1,C1,C0,C0
7456,200512,1,C0,C0,C0,C0,C1
15384,200603,1,C1,C0,C1,C0,C2
8104,200512,0,C2,C2,C2,C1,C0
11130,200601,0,C2,C1,C1,C1,C0
5618,200511,0,C2,C1,C1,C0,C0
18985,200604,0,C2,C2,C2,C1,C0
1010,200510,0,C0,C0,C0,C0,C0
13093,200602,1,C1,C1,C1,C0,C2
18857,200604,1,C1,C1,C1,C1,C0
12388,200602,0,C1,C1,C1,C0,C0
12260,200602,0,C1,C1,C1,C0,C0
16569,200603,0,C1,C0,C0,C0,C0
773,200510,0,C1,C1,C1,C0,C0
3654,200511,0,C1,C1,C2,C1,C0
844,200510,1,C0,C0,C0,C0,C1
13871,200602,0,C2,C2,C2,C1,C0
20829,200604,1,C1,C1,C1,C0,C0
6500,200512,0,C2,C2,C2,C1,C0
19906,200604,0,C2,C2,C2,C2,C0
10920,200601,0,C2,C2,C2,C1,C0
18510,200604,0,C0,C0,C0,C0,C0
987,200510,0,C2,C2,C2,C2,C0
2292,200510,0,C1,C0,C0,C0,C1
10216,200601,0,C0,C0,C0,C0,C2
12596,200602,0,C1,C1,C1,C0,C0
9478,200601,1,C1,C1,C1,C1,C0
5078,200511,1,C2,C2,C2,C2,C0
19534,200604,0,C0,C1,C1,C0,C1
7922,200512,1,C1,C1,C1,C0,C0
6604,200512,0,C1,C1,C2,C0,C0
689,200510,0,C1,C2,C2,C1,C0
17081,200603,0,C1,C1,C2,C1,C0
18710,200604,1,C1,C1,C1,C0,C0
1093,200510,0,C0,C2,C2,C1,C1
16962,200603,1,C2,C2,C2,C1,C0
4025,200511,0,C0,C0,C0,C0,C1
5473,200511,1,C1,C0,C0,C0,C1
19821,200604,1,C1,C0,C1,C0,C0
17073,200603,0,C2,C2,C2,C1,C0
6058,200512,0,C1,C1,C1,C0,C0
19512,200604,0,C2,C2,C2,C1,C0
13015,200602,0,C1,C1,C1,C0,C0
2712,200510,0,C0,C0,C0,C0,C0
16497,200603,0,C1,C1,C1,C0,C0
15782,200603,0,C2,C2,C2,C1,C0
7709,200512,0,C2,C2,C2,C2,C0
1665,200510,0,C1,C1,C2,C1,C0
1975,200510,1,C0,C0,C0,C0,C1
16634,200603,1,C1,C0,C1,C0,C2
5714,200511,0,C1,C1,C2,C0,C2
2168,200510,1,C2,C2,C2,C1,C2
16226,200603,1,C1,C1,C1,C0,C0
2907,200510,0,C1,C2,C2,C1,C0
14472,200602,1,C1,C1,C2,C1,C2
14737,200602,0,C1,C1,C1,C0,C0
5154,200511,0,C1,C1,C1,C1,C0
6651,200512,0,C1,C1,C1,C0,C0
17500,200603,0,C1,C2,C1,C1,C0
6520,200512,0,C0,C0,C0,C0,C0
11207,200601,1,C0,C0,C0,C0,C2
4710,200511,0,C2,C2,C1,C2,C0
15395,200603,0,C0,C1,C1,C0,C0
5250,200511,0,C1,C1,C1,C0,C0
5023,200511,0,C1,C0,C2,C0,C0
13519,200602,0,C1,C1,C0,C2,C0
11752,200601,1,C1,C0,C0,C0,C0
6957,200512,0,C0,C0,C1,C1,C1
835,200510,0,C1,C1,C2,C0,C0
9622,200601,0,C0,C1,C1,C0,C0
8219,200512,0,C1,C1,C1,C0,C0
17658,200603,0,C1,C1,C1,C0,C0
7352,200512,0,C2,C1,C2,C1,C0
15859,200603,0,C1,C1,C1,C0,C0
13168,200602,0,C1,C0,C0,C0,C1
389,200510,0,C2,C2,C2,C1,C0
5546,200511,0,C1,C1,C0,C0,C0
12292,200602,0,C1,C1,C2,C1,C1
12644,200602,0,C0,C0,C0,C0,C0
16049,200603,0,C1,C1,C1,C1,C0
6480,200512,0,C1,C1,C1,C0,C0
11346,200601,1,C1,C0,C1,C0,C2
5795,200511,0,C1,C1,C1,C0,C0
18245,200604,0,C1,C1,C2,C1,C1
6927,200512,1,C2,C0,C1,C1,C2
3783,200511,1,C1,C0,C0,C0,C0
3989,200511,0,C1,C1,C1,C0,C0
1891,200510,0,C1,C1,C2,C1,C0
13410,200602,0,C1,C0,C2,C0,C2
806,200510,0,C1,C1,C0,C2,C0
6055,200512,1,C1,C0,C0,C0,C1
4755,200511,0,C2,C2,C2,C1,C0
11638,200601,0,C2,C1,C1,C1,C0
4485,200511,0,C2,C2,C2,C1,C0
17414,200603,1,C1,C1,C1,C0,C2
8148,200512,1,C1,C1,C1,C0,C0
7888,200512,0,C2,C2,C2,C1,C0
4155,200511,0,C1,C1,C1,C0,C0
16465,200603,0,C1,C1,C1,C0,C0
12801,200602,1,C1,C1,C1,C0,C0
18384,200604,1,C1,C1,C1,C0,C2
2755,200510,0,C1,C1,C1,C0,C0
19423,200604,0,C1,C1,C2,C1,C0
17187,200603,0,C1,C1,C1,C0,C0
17711,200603,0,C2,C2,C2,C1,C2
13150,200602,0,C1,C1,C1,C0,C0
3873,200511,0,C1,C0,C2,C0,C2
9616,200601,0,C1,C1,C1,C0,C0
5457,200511,0,C2,C2,C2,C1,C0
10585,200601,0,C1,C1,C1,C0,C0
4544,200511,0,C1,C1,C1,C0,C1
18954,200604,0,C1,C2,C2,C1,C0
6075,200512,0,C2,C2,C2,C2,C0
15167,200603,0,C1,C2,C2,C1,C0
12493,200602,0,C1,C1,C1,C0,C0
13085,200602,0,C0,C1,C0,C0,C1
19062,200604,0,C2,C1,C1,C2,C0
17416,200603,1,C0,C1,C2,C2,C2
17855,200603,0,C2,C2,C2,C1,C0
542,200510,0,C0,C0,C0,C0,C1
17204,200603,1,C1,C0,C2,C0,C2
11463,200601,1,C0,C1,C1,C0,C1
17949,200603,0,C1,C1,C1,C0,C0
17580,200603,0,C2,C2,C2,C1,C0
18786,200604,0,C1,C1,C1,C0,C0
6099,200512,1,C2,C2,C2,C1,C0
19515,200604,0,C0,C1,C2,C1,C1
10469,200601,0,C2,C2,C2,C1,C0
11471,200601,0,C1,C1,C1,C0,C0
12859,200602,0,C2,C2,C2,C1,C0
9759,200601,0,C2,C2,C2,C1,C0
14479,200602,0,C1,C2,C0,C0,C0
4214,200511,0,C1,C2,C0,C1,C0
16259,200603,0,C2,C2,C0,C1,C0
19238,200604,0,C1,C1,C1,C0,C0
4098,200511,0,C1,C1,C2,C1,C0
8991,200512,0,C1,C2,C2,C1,C0
8323,200512,0,C1,C2,C2,C2,C0
19786,200604,0,C1,C2,C2,C2,C0
12582,200602,0,C1,C1,C1,C1,C0
2493,200510,0,C1,C1,C1,C0,C0
6846,200512,1,C1,C2,C2,C1,C0
5089,200511,0,C1,C1,C1,C0,C0
11101,200601,0,C1,C1,C1,C1,C0
8801,200512,1,C1,C1,C1,C0,C0
4174,200511,0,C0,C0,C0,C0,C0
16524,200603,0,C1,C1,C1,C0,C0
19922,200604,0,C1,C1,C1,C0,C0
9337,200601,1,C1,C0,C2,C1,C1
15675,200603,0,C0,C1,C1,C1,C1
20061,200604,1,C1,C0,C1,C1,C0
17014,200603,0,C1,C1,C1,C0,C0
13342,200602,0,C1,C1,C1,C1,C0
7554,200512,0,C1,C0,C0,C0,C0
18541,200604,0,C1,C1,C1,C1,C0
4833,200511,0,C1,C1,C2,C1,C0
4500,200511,0,C1,C1,C1,C0,C0
9700,200601,1,C2,C1,C2,C1,C1
7074,200512,1,C2,C2,C2,C1,C2
17512,200603,0,C1,C1,C0,C0,C0
6364,200512,1,C1,C1,C0,C0,C0
20853,200604,1,C1,C1,C1,C0,C1
17997,200603,0,C1,C1,C2,C1,C0
591,200510,0,C2,C2,C2,C2,C0
9244,200601,0,C2,C2,C2,C1,C0
5034,200511,0,C2,C2,C2,C1,C0
16120,200603,0,C1,C1,C2,C1,C0
6114,200512,0,C1,C1,C1,C0,C0
2382,200510,0,C1,C1,C1,C2,C0
4941,200511,0,C1,C1,C0,C0,C0
15064,200603,0,C2,C1,C1,C0,C0
16782,200603,0,C0,C1,C0,C0,C1
16652,200603,1,C0,C1,C0,C0,C1
10249,200601,0,C2,C1,C0,C0,C0
10691,200601,0,C2,C2,C2,C1,C1
5269,200511,0,C1,C1,C2,C1,C0
16863,200603,1,C2,C1,C2,C1,C0
11828,200601,1,C0,C1,C1,C0,C1
15127,200603,1,C2,C2,C0,C1,C1
12026,200602,0,C1,C1,C2,C1,C0
16143,200603,0,C1,C1,C1,C0,C0
11110,200601,0,C2,C2,C2,C1,C0
13674,200602,1,C1,C1,C1,C0,C0
3915,200511,0,C1,C2,C1,C1,C0
7933,200512,1,C0,C0,C0,C0,C1
14296,200602,0,C1,C0,C1,C0,C0
10745,200601,1,C0,C0,C0,C0,C2
15666,200603,0,C1,C1,C1,C0,C0
20888,200604,0,C2,C2,C2,C1,C0
15757,200603,0,C1,C1,C2,C0,C0
2898,200510,0,C2,C1,C1,C2,C0
10824,200601,0,C1,C1,C1,C0,C0
3048,200511,0,C0,C0,C0,C0,C0
15257,200603,0,C0,C0,C0,C1,C0
12133,200602,0,C2,C2,C2,C1,C0
2822,200510,1,C0,C0,C0,C0,C0
5492,200511,0,C1,C1,C0,C0,C0
5725,200511,1,C1,C0,C2,C0,C2
20312,200604,0,C1,C1,C1,C1,C0
10157,200601,1,C1,C1,C1,C0,C0
8265,200512,0,C1,C1,C1,C1,C0
10206,200601,0,C2,C2,C2,C2,C0
13889,200602,0,C1,C2,C2,C1,C0
17740,200603,0,C0,C0,C1,C0,C0
4551,200511,1,C1,C1,C1,C0,C2
15319,200603,0,C1,C1,C1,C0,C0
3023,200511,0,C1,C1,C1,C0,C0
15441,200603,0,C1,C2,C2,C2,C0
11896,200601,0,C1,C0,C0,C0,C0
7957,200512,0,C1,C0,C0,C0,C0
19183,200604,0,C1,C1,C2,C1,C0
4341,200511,0,C2,C2,C2,C2,C2
20618,200604,0,C1,C1,C1,C1,C0
12820,200602,0,C1,C1,C1,C0,C2
8885,200512,0,C2,C1,C1,C1,C0
9392,200601,1,C0,C1,C0,C0,C0
18884,200604,0,C0,C0,C0,C0,C1
15947,200603,0,C0,C0,C0,C0,C0
6723,200512,0,C2,C2,C2,C2,C0
10845,200601,0,C2,C1,C1,C1,C0
11409,200601,0,C2,C2,C0,C1,C1
10702,200601,1,C1,C1,C0,C0,C2
6235,200512,0,C1,C1,C1,C0,C0
1369,200510,0,C2,C1,C0,C1,C2
6839,200512,1,C2,C1,C1,C1,C2
6717,200512,0,C2,C2,C2,C2,C0
19629,200604,0,C1,C1,C0,C0,C1
1141,200510,0,C1,C0,C0,C0,C0
12573,200602,0,C1,C1,C1,C0,C0
14920,200602,0,C2,C2,C1,C2,C0
9925,200601,0,C1,C1,C1,C0,C0
20778,200604,0,C2,C2,C1,C1,C0
2132,200510,0,C1,C1,C1,C1,C0
13318,200602,0,C1,C2,C2,C2,C0
4981,200511,0,C1,C2,C2,C1,C0
14837,200602,1,C1,C1,C0,C0,C0
1065,200510,1,C1,C1,C1,C0,C2
15735,200603,0,C1,C1,C1,C0,C0
1733,200510,0,C2,C1,C1,C1,C0
17670,200603,0,C2,C2,C2,C1,C0
20366,200604,0,C1,C1,C1,C0,C0
18068,200604,0,C0,C1,C1,C0,C2
9799,200601,1,C0,C1,C1,C0,C1
9563,200601,1,C1,C1,C0,C1,C2
5647,200511,0,C1,C1,C1,C0,C0
3286,200511,0,C2,C2,C2,C2,C0
2107,200510,0,C1,C1,C1,C0,C0
14358,200602,0,C2,C2,C1,C1,C0
11214,200601,0,C0,C0,C1,C0,C0
7280,200512,0,C2,C1,C0,C1,C0
5326,200511,0,C0,C1,C0,C0,C0
1286,200510,0,C1,C2,C2,C2,C0
2035,200510,0,C1,C1,C1,C0,C0
14786,200602,1,C1,C1,C1,C0,C0
6791,200512,0,C1,C2,C0,C0,C0
14053,200602,0,C1,C1,C1,C0,C0
11710,200601,0,C2,C1,C2,C1,C1
6939,200512,0,C0,C0,C2,C0,C1
8752,200512,0,C0,C2,C0,C2,C0
5638,200511,0,C2,C2,C2,C2,C0
5932,200511,0,C1,C1,C2,C1,C0
1230,200510,0,C1,C1,C1,C0,C0
20563,200604,0,C2,C1,C2,C1,C0
5524,200511,0,C2,C2,C2,C2,C0
14579,200602,0,C0,C0,C0,C0,C0
17190,200603,1,C0,C1,C1,C1,C2
11263,200601,0,C0,C1,C0,C0,C1
9060,200601,0,C1,C1,C2,C1,C0
17984,200603,0,C1,C1,C1,C1,C0
2478,200510,0,C2,C2,C2,C2,C0
20119,200604,0,C2,C2,C2,C1,C0
10887,200601,0,C1,C1,C1,C0,C0
6455,200512,0,C2,C1,C2,C1,C0
13541,200602,0,C0,C0,C0,C0,C0
14585,200602,0,C1,C1,C1,C0,C1
14103,200602,0,C2,C2,C2,C2,C0
7734,200512,0,C0,C0,C0,C0,C0
333,200510,0,C0,C1,C1,C1,C1
16800,200603,1,C0,C1,C0,C0,C1
5883,200511,0,C1,C0,C0,C0,C0
341,200510,0,C1,C1,C0,C0,C0
16674,200603,0,C1,C1,C2,C1,C0
7422,200512,0,C2,C1,C1,C0,C0
1752,200510,1,C0,C0,C0,C0,C2
3981,200511,1,C1,C1,C1,C1,C0
16736,200603,0,C2,C2,C2,C1,C0
5005,200511,0,C2,C2,C2,C2,C0
2164,200510,0,C2,C0,C2,C1,C0
8500,200512,0,C1,C1,C1,C0,C0
7740,200512,0,C2,C2,C2,C1,C0
5762,200511,0,C1,C1,C2,C1,C1
1939,200510,0,C1,C1,C2,C1,C0
10432,200601,1,C2,C2,C2,C2,C0
16661,200603,0,C1,C1,C0,C0,C0
11369,200601,1,C0,C0,C0,C0,C0
19532,200604,0,C1,C1,C0,C0,C0
3004,200511,1,C1,C1,C1,C0,C2
1642,200510,0,C1,C0,C0,C0,C0
18839,200604,0,C2,C0,C2,C1,C0
13144,200602,0,C1,C1,C2,C1,C0
16317,200603,0,C2,C2,C2,C1,C0
7784,200512,0,C0,C0,C0,C0,C0
17726,200603,0,C1,C1,C2,C1,C0
12553,200602,1,C1,C1,C1,C1,C0
2704,200510,0,C1,C1,C1,C0,C2
2708,200510,0,C1,C1,C1,C0,C0
17281,200603,0,C1,C1,C1,C0,C0
14074,200602,0,C1,C1,C1,C0,C0
11485,200601,1,C1,C1,C1,C0,C2
12450,200602,0,C0,C0,C0,C0,C0
7336,200512,0,C1,C2,C1,C1,C0
8865,200512,1,C1,C1,C0,C0,C0
12823,200602,0,C2,C1,C2,C1,C1
12937,200602,0,C0,C2,C2,C1,C1
15507,200603,0,C2,C1,C2,C1,C0
16264,200603,0,C1,C1,C2,C1,C0
13503,200602,0,C1,C1,C2,C1,C0
3234,200511,0,C1,C0,C1,C0,C2
5830,200511,0,C1,C1,C1,C0,C0
10278,200601,0,C1,C1,C2,C1,C0
18016,200604,0,C1,C1,C1,C0,C0
5931,200511,1,C0,C1,C1,C0,C2
7978,200512,1,C1,C1,C1,C1,C0
17822,200603,1,C1,C1,C1,C0,C1
18861,200604,0,C1,C2,C1,C1,C0
14618,200602,0,C2,C2,C2,C2,C0
8155,200512,0,C1,C0,C0,C0,C0
20081,200604,0,C1,C2,C2,C2,C0
888,200510,0,C2,C1,C2,C1,C0
19842,200604,0,C2,C2,C2,C1,C0
4470,200511,0,C2,C2,C2,C1,C0
17922,200603,1,C1,C2,C2,C1,C2
19838,200604,0,C1,C0,C0,C0,C0
18958,200604,1,C1,C2,C2,C1,C2
6030,200512,1,C1,C1,C0,C1,C0
10279,200601,1,C2,C1,C0,C0,C0
18277,200604,0,C2,C2,C2,C1,C0
586,200510,0,C1,C1,C1,C0,C0
973,200510,1,C1,C0,C1,C0,C2
6796,200512,0,C0,C0,C0,C0,C0
7414,200512,0,C1,C1,C1,C0,C0
9207,200601,0,C2,C2,C2,C1,C0
10481,200601,1,C1,C1,C1,C0,C0
3608,200511,0,C1,C1,C0,C0,C0
2762,200510,0,C1,C1,C1,C2,C0
8490,200512,0,C1,C1,C1,C0,C0
10938,200601,0,C2,C2,C2,C2,C0
19516,200604,0,C0,C0,C0,C0,C1
20830,200604,0,C1,C1,C2,C1,C0
3484,200511,1,C1,C1,C1,C0,C0
3003,200511,1,C0,C0,C0,C0,C2
15679,200603,0,C2,C1,C1,C1,C0
10104,200601,0,C1,C1,C0,C0,C0
5448,200511,0,C1,C2,C2,C2,C0
2310,200510,0,C1,C1,C1,C1,C0
4039,200511,0,C1,C1,C1,C0,C0
19565,200604,1,C1,C1,C1,C0,C0
14778,200602,0,C1,C1,C0,C1,C0
14440,200602,1,C1,C0,C0,C0,C2
19164,200604,0,C2,C0,C2,C2,C0
7756,200512,0,C0,C0,C1,C0,C0
1276,200510,1,C1,C1,C1,C0,C0
971,200510,1,C2,C2,C2,C2,C0
14824,200602,0,C2,C2,C2,C1,C0
4408,200511,0,C1,C1,C1,C0,C0
7992,200512,0,C0,C1,C0,C0,C0
10435,200601,0,C1,C1,C1,C0,C0
19815,200604,1,C0,C2,C0,C0,C2
14017,200602,0,C1,C1,C0,C1,C0
1127,200510,0,C2,C2,C2,C2,C0
15743,200603,0,C1,C2,C2,C1,C0
5232,200511,0,C1,C1,C1,C0,C0
10444,200601,0,C2,C2,C2,C2,C0
18529,200604,0,C2,C2,C2,C1,C0
13408,200602,0,C2,C2,C2,C1,C0
15792,200603,0,C1,C1,C1,C1,C0
6508,200512,0,C0,C0,C2,C1,C0
12067,200602,1,C1,C0,C2,C1,C2
18430,200604,1,C1,C1,C1,C0,C2
6847,200512,0,C1,C1,C1,C0,C2
12209,200602,0,C2,C1,C1,C1,C0
7329,200512,0,C1,C0,C1,C2,C0
1029,200510,0,C1,C1,C0,C2,C1
627,200510,0,C1,C1,C1,C1,C0
249,200510,0,C1,C1,C2,C1,C0
11430,200601,1,C0,C0,C0,C0,C0
11534,200601,0,C0,C0,C0,C2,C0
5580,200511,1,C1,C0,C2,C0,C1
20627,200604,0,C1,C1,C1,C1,C0
16210,200603,1,C1,C1,C0,C0,C2
8929,200512,0,C1,C1,C2,C1,C0
13941,200602,0,C2,C2,C2,C1,C0
16136,200603,1,C1,C1,C1,C1,C0
14116,200602,1,C1,C1,C1,C0,C0
3498,200511,0,C2,C2,C2,C2,C0
11158,200601,0,C1,C1,C1,C0,C0
11628,200601,0,C0,C1,C1,C0,C0
10503,200601,1,C2,C2,C2,C2,C0
3370,200511,0,C0,C0,C2,C0,C0
9201,200601,0,C2,C2,C2,C2,C0
12674,200602,1,C2,C2,C0,C1,C2
14643,200602,0,C0,C0,C0,C0,C1
12508,200602,0,C1,C2,C1,C1,C0
5186,200511,0,C2,C1,C1,C1,C0
13956,200602,0,C2,C1,C2,C2,C0
1673,200510,0,C1,C0,C1,C2,C0
5020,200511,0,C1,C0,C1,C0,C1
18471,200604,0,C1,C1,C1,C0,C0
5905,200511,0,C0,C0,C0,C0,C0
2191,200510,0,C2,C2,C2,C2,C0
2249,200510,1,C1,C1,C1,C0,C0
659,200510,0,C1,C1,C2,C0,C0
8719,200512,0,C1,C1,C1,C0,C0
8821,200512,1,C2,C0,C0,C1,C0
18393,200604,1,C1,C1,C2,C1,C0
3697,200511,0,C1,C1,C1,C0,C0
19017,200604,0,C2,C2,C2,C1,C0
111,200510,0,C2,C0,C2,C1,C0
15625,200603,1,C1,C0,C1,C0,C1
298,200510,0,C2,C2,C2,C1,C0
3784,200511,0,C1,C1,C2,C0,C0
9996,200601,0,C1,C0,C0,C0,C1
8739,200512,0,C2,C1,C0,C0,C0
14202,200602,1,C2,C0,C1,C2,C0
14313,200602,1,C0,C0,C0,C0,C1
9089,200601,0,C1,C0,C2,C0,C0
9675,200601,1,C1,C1,C0,C0,C0
5556,200511,0,C1,C1,C2,C1,C0
7344,200512,0,C2,C2,C2,C1,C0
15996,200603,0,C2,C2,C2,C1,C0
11324,200601,0,C2,C1,C2,C1,C0
18345,200604,0,C1,C1,C1,C0,C0
7024,200512,0,C2,C1,C1,C1,C0
8731,200512,0,C1,C1,C1,C0,C0
5962,200511,0,C1,C1,C1,C0,C0
9767,200601,0,C1,C1,C1,C1,C1
20944,200604,1,C2,C2,C2,C1,C2
8723,200512,0,C0,C0,C0,C0,C0
15527,200603,1,C1,C1,C1,C0,C0
18071,200604,0,C1,C1,C1,C0,C0
20759,200604,0,C1,C0,C0,C0,C0
5377,200511,0,C2,C1,C2,C1,C0
3021,200511,1,C1,C0,C1,C0,C2
5262,200511,0,C1,C1,C2,C1,C0
2113,200510,0,C1,C1,C1,C0,C0
10257,200601,0,C1,C1,C2,C1,C0
7936,200512,0,C1,C1,C1,C1,C0
19743,200604,1,C0,C1,C1,C0,C0
9247,200601,1,C1,C1,C1,C0,C2
3839,200511,0,C1,C2,C1,C0,C0
