,y
2248,1
658,0
8718,0
8820,1
18392,1
3696,0
19016,0
110,0
15624,1
297,0
3783,0
9995,0
8738,0
14201,1
14312,1
9088,0
9674,1
5555,0
7343,0
15995,0
11323,0
18344,0
7023,0
8730,0
5961,0
9766,0
20943,1
8722,0
15526,1
18070,0
20758,0
5376,0
3020,1
5261,0
2112,0
10256,0
7935,0
19742,1
9246,1
3838,0
16818,0
18811,0
7155,0
1194,0
298,0
1247,0
8561,0
3753,0
3699,0
1499,0
6954,1
11549,1
4212,0
8199,0
891,0
2502,0
10300,0
5500,0
2048,0
2932,0
13489,0
6750,1
7807,0
18492,0
10632,1
19432,0
11728,0
6215,0
797,0
9569,0
16861,0
2764,0
13579,0
9361,0
9769,0
2724,0
19673,0
10046,1
16033,1
16212,0
7750,0
2846,0
19722,0
16704,0
10851,0
6904,0
11885,0
2923,1
4066,0
8651,0
10172,0
7198,0
6985,0
8417,0
8058,0
4805,0
14711,0
8277,1
14525,0
9849,0
17994,0
16303,0
17291,1
4942,0
19750,1
15715,0
16534,0
2669,1
12085,1
17235,1
5389,0
12902,0
16684,0
16785,1
6332,1
4689,0
13196,1
8374,0
7695,0
8276,0
522,1
3222,0
7725,0
97,0
3277,1
20823,1
5142,0
10834,0
12245,0
1796,0
15548,1
13455,0
13544,0
1556,0
8774,0
16346,1
3408,0
10342,0
15984,1
17589,0
16571,0
9985,0
889,0
144,0
7966,0
20692,0
8162,0
15963,0
12873,1
8491,1
11569,0
19130,1
10467,0
17672,0
1586,0
12916,0
19317,1
3770,0
14559,0
15705,0
19630,0
2498,1
20269,0
14051,0
8480,0
2995,1
19583,0
20879,1
19212,1
16848,0
14950,1
16514,1
1498,0
10807,0
4065,0
12997,1
13117,0
2095,0
13321,0
10556,0
9923,0
12348,0
12319,0
702,1
1296,0
19177,0
19115,0
16715,0
2599,0
8817,1
11698,0
12783,0
19452,1
13412,1
13508,0
14917,0
17113,0
13913,0
5534,1
4749,0
15942,0
4227,0
2258,0
17162,0
13229,0
5335,1
3684,0
20514,0
5827,1
1145,1
6174,1
15755,0
770,0
14245,0
761,0
16690,1
17592,0
14896,0
14160,1
17936,0
13783,1
19401,0
9311,0
17206,0
18113,1
6302,0
1726,0
16658,0
12170,0
1609,0
17127,0
13072,1
746,0
10905,0
11660,1
10252,0
15585,1
7809,0
13902,1
2354,0
6440,0
16795,0
13638,0
11676,0
13040,0
17439,0
17220,0
2144,1
20545,0
3906,0
6099,0
6935,0
13276,0
129,0
14952,0
10935,0
14901,0
7551,0
11925,0
6231,0
7067,0
3147,1
17088,0
16638,0
12472,0
8546,0
3341,0
527,1
17807,0
16409,0
9038,0
1389,0
6980,0
494,1
19895,1
17635,0
2541,1
10264,0
11808,0
1280,0
5225,0
10934,0
15553,0
15872,0
1881,1
14767,0
15719,0
19267,0
20634,0
8404,0
12501,0
11499,0
15382,0
19459,0
15868,0
19274,0
17769,0
142,0
5425,1
20484,0
12818,0
12624,0
17678,0
5620,0
18910,1
1784,0
15258,0
7537,0
15519,0
4907,0
5152,0
7822,0
5311,0
16043,1
20709,1
20095,0
8976,0
19980,0
3948,0
7461,0
12992,1
6800,1
12377,0
7471,0
13956,1
6679,0
12908,1
18058,0
13189,0
6352,0
8012,0
14729,0
13210,0
15560,0
13212,0
15304,0
5445,0
6924,0
6914,1
1673,0
3449,0
1712,1
1036,0
1868,1
9335,0
12813,0
20587,0
921,0
12335,0
8280,0
7247,1
3063,0
6408,0
2014,0
946,0
13223,0
18266,1
20915,0
10134,0
1755,0
12010,0
9633,0
19155,0
1338,0
9492,1
4148,0
6129,1
11868,0
16558,1
10147,0
17017,1
15923,0
14163,0
46,1
5609,0
8706,0
847,1
16776,0
12406,1
16076,0
16532,0
4725,0
8560,0
9013,0
7827,0
9776,0
13921,0
6253,0
14127,1
12740,0
16238,0
13507,0
12094,0
2177,0
4636,1
10474,0
8549,0
7999,1
11651,0
9703,0
7161,1
20098,0
18890,1
8772,1
11152,0
28,0
20710,0
204,0
6072,1
2179,0
20549,0
1846,0
7505,1
637,0
20538,0
1636,0
14417,0
19341,0
8876,0
135,0
2901,0
13862,0
17784,1
2228,0
782,1
19989,0
8215,1
9484,0
3070,0
8261,0
19524,0
16960,1
11008,0
18181,0
9501,0
9002,1
19676,1
56,0
5926,0
19371,0
14232,0
233,1
13320,0
20675,1
13164,0
7584,0
9048,0
7973,0
17737,1
2315,0
7776,1
8294,1
1384,0
15286,0
17479,0
16190,1
8074,0
17586,1
566,1
17066,0
3938,0
13834,0
1679,0
3669,0
16791,0
17496,1
3987,0
19279,0
18972,0
14640,0
16081,0
3430,1
2403,1
20232,1
7582,1
16157,1
9203,0
18348,0
1011,0
16415,0
20565,0
7672,1
2700,0
18260,0
16597,0
11049,0
3643,1
18939,1
6724,0
9000,0
7444,0
3146,0
9138,0
16703,0
18308,0
10145,0
15270,1
17628,1
19834,0
13437,0
20247,0
12583,0
13213,0
11413,0
14451,0
3979,0
8300,0
16512,1
1107,0
18950,1
12951,0
19146,0
18250,1
11217,1
1267,0
11226,0
4939,0
16061,0
20787,0
6076,1
16998,0
1503,0
10765,0
5748,0
15606,1
9149,0
5642,0
15928,0
9668,0
19915,0
13646,0
14682,0
15082,0
11872,0
10377,0
13863,0
20563,0
16460,0
13872,0
17622,1
2947,1
14301,0
6850,0
5750,1
15844,0
16864,0
338,1
14087,0
9319,0
18256,1
2417,1
15076,1
20027,0
16502,1
17732,1
9452,0
12828,0
2501,0
1155,0
11125,0
1795,0
19339,0
10984,0
2806,0
14549,1
4399,0
18124,0
12457,0
18498,0
11773,0
11809,0
13538,0
4458,0
11302,1
9654,0
19547,1
4099,0
13372,0
5917,1
4219,0
20674,0
8025,0
10561,0
12073,0
14220,1
4913,0
19206,1
20050,0
12587,1
18306,0
3568,1
20873,0
4797,0
6527,0
6265,0
4972,0
10044,0
4607,0
18790,0
2021,0
15514,0
19973,0
8236,0
15724,0
741,0
8637,0
20288,0
20796,0
19429,0
8220,0
14753,0
19257,0
9075,1
1129,1
3150,1
10125,0
17945,0
8475,0
12956,0
17049,1
2042,0
4687,0
6698,0
18287,0
1620,0
19709,0
2321,0
42,0
2851,1
6008,0
315,1
20522,0
19536,1
20266,1
2257,0
10696,1
958,0
920,0
7778,0
15138,1
6292,1
18270,0
1775,1
13992,1
6502,0
11680,0
10558,0
10537,0
11214,0
6206,0
10947,0
3453,0
8033,0
10639,0
4648,1
19923,0
8784,0
14575,0
10813,0
18921,0
161,0
2984,0
12022,0
9448,0
5496,0
301,0
9401,0
12821,0
19623,0
210,0
15842,1
1188,0
17744,0
15575,1
1238,1
19596,0
12848,0
18384,0
10136,0
17077,0
10704,0
812,0
7573,0
15316,1
7373,1
18186,1
20533,0
728,0
19150,0
12392,1
8881,0
756,0
6268,1
12329,1
15513,1
10746,0
12033,0
10396,1
11442,1
3697,0
12295,0
15768,1
8764,0
17578,0
1748,0
16286,0
3432,0
15461,0
3569,0
15666,0
18867,1
4181,0
13686,0
967,0
20037,0
6534,0
10519,0
10931,0
19852,0
13226,0
6684,0
7054,0
9511,0
3542,0
16042,0
15056,0
13045,1
2802,1
7061,1
13806,1
8576,0
19633,1
15311,0
7026,0
11325,0
2968,0
19658,0
7144,1
15809,0
925,1
594,0
4917,1
14697,1
15840,0
12317,0
9436,0
12591,0
16015,0
6606,0
5156,0
14600,0
384,0
7948,0
877,0
10090,0
20136,0
9236,0
16923,0
2602,1
6103,0
6127,1
5888,0
3395,0
3589,1
13397,0
20969,0
15177,0
16272,0
7609,0
3073,1
9530,0
2336,1
8337,0
7440,0
11184,0
5923,0
14672,0
7995,0
3851,1
12210,0
18589,0
2169,0
15208,0
2132,0
19337,1
7493,0
1114,0
8526,0
20923,0
1381,0
8318,0
15818,0
8787,0
17197,0
12845,0
14843,1
15050,0
1303,1
549,0
20907,0
15267,0
9506,0
89,0
18339,1
10936,1
4774,1
12372,0
15647,0
2046,0
16561,1
4240,0
5402,0
2287,0
18958,0
6809,0
7523,0
977,0
2831,0
20895,0
8231,0
12898,0
4281,0
12381,1
12365,0
10757,0
10479,0
14742,0
17946,0
994,1
20896,0
3426,0
431,1
14927,1
19769,0
5288,0
9355,0
9917,0
10038,0
10409,0
7354,0
17241,0
9811,1
15610,0
18489,1
1283,0
3721,0
12438,0
18358,1
6964,0
3973,0
12172,0
19375,0
10164,1
8863,0
16374,1
5602,0
15589,0
13193,1
2109,0
8850,0
20922,1
6227,0
18164,1
9778,1
13570,1
16224,1
20210,1
1697,0
334,0
12229,0
15937,0
3985,1
8717,0
3690,0
13377,0
10944,1
1741,0
19610,0
17540,1
19089,0
7207,0
1371,0
15969,1
8486,0
8892,0
9264,0
15200,1
16228,1
16307,1
10661,0
10515,0
11604,0
20289,0
12037,0
1783,0
10037,0
8785,0
11207,0
143,0
5351,0
11405,0
17906,1
7041,0
134,0
18296,1
699,0
11415,0
3284,0
6458,0
19270,1
18404,0
13734,0
16973,0
18548,0
3198,0
4217,1
6271,1
16792,0
10884,0
15029,0
18982,1
17692,1
1168,0
1710,1
6449,1
12839,0
17207,1
10279,0
18812,1
11520,0
13719,0
20625,0
8372,0
471,0
575,1
8709,0
5104,0
4397,0
2967,1
13871,0
11594,0
19071,0
8843,0
4660,0
8840,0
17164,0
18720,0
14281,0
3019,1
17832,0
8090,1
7348,0
19703,0
5773,0
4579,1
10054,0
16450,0
15255,0
20524,0
3539,1
16150,0
485,0
9457,1
16063,0
19264,0
17753,0
1903,0
17833,0
9862,0
10241,0
18446,0
4545,0
14938,0
9783,0
4784,1
19290,0
14873,1
4411,0
12415,0
10093,0
18908,0
17160,0
2785,0
1541,0
5223,1
3239,0
17888,0
4402,0
6182,1
1990,0
1582,0
796,0
16845,1
6123,0
7055,1
7197,0
7231,0
11247,0
11199,0
15993,0
13882,0
5822,0
19065,1
12672,0
16009,0
18345,0
12787,0
694,0
10553,1
20970,0
18294,0
20841,0
13658,0
7605,0
7606,1
9636,0
16628,0
18042,0
4487,0
4504,0
4247,0
3141,0
3158,0
2689,0
9941,0
7829,1
133,0
732,0
613,0
14047,0
9774,0
1446,1
15178,0
18885,0
8296,0
4780,0
15746,0
10881,0
1029,1
10052,0
10728,0
18823,1
3663,1
13411,0
1665,0
17778,0
14840,0
1579,0
5941,0
6705,0
548,0
3107,0
9228,1
16654,1
13812,0
9576,1
3034,0
7273,0
2282,0
14472,0
3570,0
3392,0
5656,0
6197,0
4160,0
7238,1
17327,0
11151,1
4589,0
9302,0
7564,1
14419,1
7905,0
13215,0
8288,1
11675,0
783,1
19447,0
16342,0
20425,0
4114,0
9825,0
17208,0
11256,0
18080,0
92,0
11488,0
5712,0
6852,1
12325,0
1855,0
11322,0
4730,0
17708,0
2797,0
16683,1
8913,0
17217,0
1745,0
19295,0
2326,0
4096,0
2448,0
3949,0
12283,1
17587,0
14863,0
20257,1
3927,1
14251,1
16797,0
1908,0
2091,0
17571,0
14125,0
19635,0
19898,1
5289,0
7512,0
8393,0
11276,1
13798,0
20249,0
4075,1
13924,0
19185,0
7079,0
9513,0
15727,0
15594,0
1449,1
15671,1
9130,1
18117,0
2485,0
8779,0
2072,0
13816,0
16089,1
6381,0
5720,0
8253,0
2801,1
371,0
15483,0
9813,0
15879,0
1017,1
2636,0
19660,1
13053,0
900,0
13443,0
2408,0
2743,0
16071,0
9693,0
9805,0
516,0
3201,1
17884,0
6067,0
5005,0
13597,1
8654,1
10873,1
1423,0
2456,0
6308,0
4559,0
2730,0
20990,0
19792,0
17376,0
6257,0
8594,0
10950,0
6042,0
9670,0
19717,0
15351,0
6692,0
12171,1
5459,0
12550,1
14661,0
1872,0
7204,0
5746,1
904,0
1776,0
9414,0
13704,0
7768,1
5069,0
19269,1
10407,0
4294,1
20627,0
18220,0
9229,0
19607,0
16156,1
16282,0
6281,1
18171,0
15640,0
6531,0
19154,0
20367,1
4293,0
16297,1
14407,1
3437,0
20991,1
11131,1
12096,0
20225,0
1119,0
8705,0
1769,1
13660,0
14426,0
7311,0
15824,0
13969,0
2772,1
15643,0
6018,0
14995,0
19891,0
14287,0
7347,0
13978,0
2694,0
7305,0
16918,0
18998,1
3836,1
11369,0
4798,0
1019,0
18102,0
2224,0
14363,1
10616,0
12838,0
10112,0
12943,0
12300,0
11378,0
17964,0
2971,0
16870,0
3098,0
20561,0
19728,0
20734,0
8836,0
2630,0
20616,0
1072,0
5538,1
4228,0
1044,1
5929,0
3417,0
3529,0
16379,1
7666,1
10240,1
10063,0
7511,0
17324,0
9988,0
13997,1
6947,0
20169,0
5774,0
10734,0
4427,0
7183,0
15055,1
19190,0
4430,0
14416,0
14056,0
4508,0
3340,0
12849,0
19431,0
11263,0
6256,0
6623,1
11056,1
13873,0
19509,0
4329,0
7633,1
12052,0
17149,0
5305,0
3817,0
11652,0
1885,0
7906,0
1568,0
54,0
398,0
15012,0
8270,0
19044,0
2270,0
3911,0
17489,0
11351,0
1983,1
19879,0
16106,1
206,0
15365,1
7577,0
3804,1
370,1
5742,1
4551,0
17524,1
11547,0
16116,1
6435,0
8950,0
19638,0
8899,0
12669,0
2549,0
5347,0
10212,0
18557,0
3336,1
2340,0
58,0
11255,0
8509,0
16798,0
4895,0
2729,0
13046,0
14509,0
9304,0
17785,0
14809,1
430,0
714,0
12486,0
3797,0
13157,0
7694,0
4590,1
19139,0
1183,0
18854,0
6723,1
2079,0
18156,0
1160,0
16979,0
19430,0
193,0
20167,0
7930,1
4041,0
5234,0
14923,0
5247,0
4511,0
7213,0
3191,1
8505,0
2626,0
13204,0
19770,1
4492,1
18300,0
137,0
18219,1
15225,1
5042,0
1266,0
17618,1
16742,0
8643,0
17490,0
18814,0
8868,0
444,1
18203,0
5076,0
20849,0
1278,0
16924,0
3559,0
17078,0
4934,0
15244,0
950,1
15525,0
3,0
12155,1
12692,0
19603,1
12796,1
15385,1
8410,1
8391,0
16692,0
17338,0
9639,0
11478,0
19319,1
3100,1
6893,1
12192,0
2389,0
12744,0
3723,1
19535,0
2558,0
9609,1
20857,1
7288,0
9191,0
1425,0
7770,0
16599,0
16775,0
9472,1
33,0
12429,0
16547,0
20450,0
12410,0
6186,1
9818,0
10045,0
20942,0
4815,0
17263,0
12361,0
12225,0
214,0
11083,1
13934,0
10797,0
15401,1
14133,0
20727,0
9817,0
5838,0
19138,0
16132,1
2139,1
20398,1
3862,0
20790,0
4342,0
11078,1
2022,0
7210,0
6552,1
6983,0
17551,0
11483,0
15052,1
5028,0
15156,0
418,0
14570,0
14119,0
1290,0
6439,0
235,0
7794,0
4107,1
20944,0
734,0
11614,0
9571,0
6183,1
16915,0
7989,0
14063,1
10247,1
3506,0
12378,0
7199,0
10731,0
13944,0
10924,0
1244,0
15241,0
17417,0
1861,1
10494,0
1946,0
447,0
20195,0
5673,0
8478,0
14021,0
8309,0
2367,0
9019,1
16347,0
2130,1
17367,0
12092,0
15228,0
6607,0
14647,0
5648,0
16528,0
8412,0
7538,0
12488,0
7261,0
11946,1
5814,0
8642,0
660,0
3623,1
17774,1
6225,0
15826,1
14592,0
5661,0
15535,0
10720,0
17813,0
5618,0
10566,0
18349,1
13981,0
13866,0
14060,0
871,0
16292,1
8359,0
14932,0
13039,0
9706,1
6420,1
1410,0
15259,0
20020,0
4140,0
10108,0
5522,0
18601,0
18869,0
8666,1
6611,0
15195,0
5588,0
20733,1
20820,0
16546,1
6998,0
7636,0
5478,0
11017,0
1927,0
15850,1
12704,0
1263,1
6737,0
4353,1
16729,1
12786,0
518,0
10680,0
5203,0
3578,0
8710,0
14909,0
2899,0
696,0
150,0
10477,0
17707,0
17806,1
1765,1
11959,1
12602,0
8647,0
13885,0
8808,1
5565,0
17841,0
16289,1
9339,1
2556,0
8573,1
20189,0
2942,1
13677,0
4538,0
13957,0
1286,0
12263,0
6640,1
3745,0
4828,0
1682,0
8770,0
18033,1
5562,0
14095,0
1031,0
20170,1
19407,0
14758,0
10365,0
7232,0
12019,0
1578,0
19050,1
5671,0
11086,0
11580,0
9265,0
6492,1
16559,1
9879,0
5811,0
20530,0
17559,0
18314,0
20180,0
16909,0
12763,0
17233,0
17449,0
5511,0
13801,0
19423,0
4076,0
19542,0
14083,1
1542,0
7365,0
18664,0
788,0
14997,0
18783,0
11874,0
5628,0
14061,0
18824,0
12711,0
11947,0
13990,0
14891,1
1628,0
10809,0
12307,1
15999,0
5319,0
18938,0
5309,0
13477,1
12384,1
7665,0
14768,0
15681,1
7346,0
223,0
12805,0
16855,0
3528,0
13814,0
14244,1
3930,0
10579,0
18232,0
11166,0
6230,0
12478,0
17297,0
16412,0
7886,0
1270,0
6,0
861,0
18889,0
9830,0
17591,0
7485,1
11743,0
17212,0
976,1
19955,0
10343,0
8286,0
13679,1
9379,1
5589,0
18367,0
2499,0
589,0
1051,0
7157,0
12846,0
5083,0
316,0
17989,0
7036,0
15918,0
10603,0
8956,0
8984,1
8009,0
10938,0
19599,0
1063,0
1138,0
9752,0
1001,0
11648,0
20372,0
13263,0
15097,0
5547,0
4870,1
17835,1
3824,1
13222,0
10120,1
4474,0
18408,0
1496,1
10453,0
10512,0
497,0
19761,1
7920,1
2372,0
17858,0
4370,0
18905,0
19376,0
4746,0
4127,1
16905,0
7680,0
15404,0
6301,0
15015,0
18573,1
11177,0
16803,0
14504,0
18506,0
11268,0
6696,0
6672,0
2180,0
9435,0
16535,1
13622,0
12312,0
858,0
20949,0
9461,0
18352,0
16594,1
501,0
19213,0
19693,1
13616,0
14760,1
7683,0
12202,0
12275,0
19446,0
16095,0
18155,0
18032,0
8715,0
13391,0
11067,0
2803,0
13338,0
10511,0
489,0
10161,0
13156,0
13233,0
12021,1
16487,1
9116,0
11699,0
839,1
742,0
15471,1
3270,1
1552,0
10062,0
11679,0
7654,0
1361,0
13811,0
19204,0
123,1
173,1
6523,0
10598,0
18815,1
10079,1
18760,0
817,0
6208,0
11546,0
12661,0
19918,0
1248,0
6232,0
14834,0
9644,0
15679,0
4753,0
2213,0
11815,0
5824,0
10198,1
12874,0
15728,0
4625,0
4289,0
5349,1
1550,1
6000,0
16736,0
18079,0
20528,0
780,0
2981,0
11465,0
4274,0
4516,0
4520,0
9781,1
6290,0
1837,1
3671,0
7169,1
20833,1
11081,0
19019,0
17843,0
3264,1
20264,0
12497,1
425,0
7388,0
8909,0
1554,0
936,0
11060,1
11042,0
3200,1
19144,0
10846,1
12020,0
15115,1
4367,0
15455,0
2454,0
16065,0
3478,0
6834,0
12794,1
3766,1
5502,0
14645,0
10874,1
12990,1
20661,0
3764,0
7634,0
9466,0
16548,0
13708,0
422,0
12095,0
19334,0
16896,0
6468,0
10939,0
7274,0
10808,0
13197,0
20465,0
6633,0
4313,0
5029,0
2323,0
6204,1
14842,1
3493,0
14964,0
2238,0
18649,0
2039,0
2989,0
9850,0
759,0
6082,0
3833,0
12614,0
13383,0
1232,0
1151,0
11535,0
287,0
12301,0
11311,0
6748,1
6181,1
19617,0
7400,0
16261,0
8664,0
10595,0
6012,1
15186,0
18758,0
15634,0
7583,0
16663,0
9248,0
18849,0
4835,0
13067,0
9274,0
1766,1
19351,1
13878,1
16334,0
20360,0
12668,1
2398,0
2479,0
16006,0
3933,0
17313,0
11649,1
19470,0
16515,1
8551,0
13892,1
18877,0
18098,0
7007,0
3990,1
12883,1
15143,0
20918,0
10516,0
985,1
4562,0
922,0
5569,0
16801,1
14841,0
4640,0
8324,0
20928,0
16766,0
14342,0
6625,0
9092,0
12278,1
10171,0
2554,0
9656,0
744,0
10368,0
18671,0
5507,0
14008,0
13730,1
13729,0
16832,1
13721,0
11021,0
7922,1
20804,1
13764,1
771,0
3641,0
8225,0
8356,0
2585,0
3683,0
8867,1
11383,0
19413,0
9779,0
14366,1
19169,0
11826,0
20075,0
17795,0
15271,0
1580,0
7618,0
18277,1
5718,0
2008,1
8010,0
346,0
3688,0
4775,0
10436,0
3455,0
2216,0
6558,0
5220,0
3012,0
12856,0
20140,1
15273,0
9542,0
11857,0
8686,0
765,0
19487,0
1845,1
7980,0
9816,0
15399,0
4292,0
10150,0
8250,0
19301,0
9330,0
11720,0
6294,0
14828,0
7761,0
14465,0
20261,0
6874,1
20332,0
12545,0
16967,0
10413,0
18103,0
7410,0
2948,0
17276,0
1656,1
18561,0
5296,0
9001,0
6213,0
809,0
9247,1
11967,0
16359,0
13232,1
14311,1
1162,0
12331,0
13463,0
3752,0
644,0
6373,1
3268,0
19916,0
7180,0
10152,0
6376,0
11139,0
9600,0
20952,1
11903,0
15802,0
10341,0
15689,1
17826,0
3530,0
19479,0
5363,0
3907,1
13017,0
10280,0
1321,0
4860,1
7670,0
12592,1
6494,0
6725,1
18387,0
9544,0
19682,0
16758,0
12077,0
1469,1
10529,0
7449,0
18110,1
7767,0
10091,1
19774,0
14755,1
20178,0
20689,1
9539,0
13311,0
1895,0
17862,1
1884,1
4280,0
7775,0
2353,0
2708,0
16510,0
794,0
16964,0
17184,0
5723,0
16364,0
4552,0
3267,0
6775,0
18336,1
7849,0
20414,0
5470,0
5796,0
10961,0
1033,0
2075,0
6858,0
11025,0
10209,0
9687,0
13739,1
14025,1
7812,0
2864,0
7284,0
19239,0
8623,1
14527,0
17538,0
14614,1
15239,0
2283,0
10963,1
12973,0
5666,0
7690,0
8430,0
3986,0
7715,0
3634,0
1167,0
5006,0
3365,1
4453,0
20053,1
14507,0
16565,0
12253,0
16762,1
2970,0
12585,0
17836,1
18746,0
350,0
3904,0
17366,0
188,0
19609,0
19976,0
14741,1
9014,0
12649,0
13506,0
18772,1
3844,0
3032,0
13107,0
3379,0
264,0
2571,0
19343,0
15180,1
8701,1
16390,1
8886,1
7098,0
4495,0
19289,0
7050,1
2289,1
4185,0
17627,0
7813,0
20184,0
20621,0
9612,0
6587,0
12626,0
7366,0
20496,1
13823,0
662,0
391,1
20940,0
15344,0
20366,1
767,0
20976,0
7728,0
17567,0
8663,0
2399,0
13220,0
7194,0
12558,0
12322,1
3044,0
16573,0
18686,0
414,0
20596,1
19576,0
7433,1
8078,0
17004,0
17249,1
6963,1
8860,0
12358,0
3356,0
16458,0
11896,0
13665,0
2460,0
9119,0
8291,0
6289,0
2093,0
20119,0
17317,0
7890,0
1882,0
15425,0
5982,1
4298,0
7357,1
19917,0
12899,0
7187,0
19176,0
8448,0
9122,0
19754,0
5435,0
2390,1
10739,1
8588,0
19620,0
11504,0
15074,0
3667,0
8852,0
679,0
19417,0
16092,1
2704,0
15587,0
7737,0
15257,0
2976,1
13581,0
14974,0
6592,0
20629,0
528,0
13853,0
4827,0
15151,1
11805,1
19592,0
4884,1
7967,0
5027,0
16696,0
567,0
13371,0
10674,0
15584,0
6065,0
14261,1
6385,0
3213,0
6421,0
5381,1
3210,0
19720,0
7035,0
9233,0
20765,0
14410,1
6087,1
15775,0
17216,0
17724,1
14599,0
17341,0
17650,1
8618,0
6096,1
10753,1
1633,0
7753,0
16787,1
16931,0
13293,0
18748,1
13591,0
6359,0
20046,0
15444,0
17052,1
1982,0
18727,0
6216,0
11974,0
4456,1
12714,0
7976,0
3810,0
20493,1
16398,0
9657,0
19175,0
11007,0
13781,0
17161,0
407,0
16403,0
1948,0
14709,0
7963,0
15341,0
7168,1
20361,1
7904,0
16153,0
12541,1
9643,0
14327,0
14385,0
15019,0
7579,1
13135,0
13302,0
3554,0
15484,0
11658,1
1949,0
11927,0
10877,0
19865,0
3376,0
20707,1
12302,1
2695,0
6762,0
10630,0
7255,0
2713,0
8451,0
16449,0
14267,0
16623,0
10677,0
13901,0
1827,0
19608,0
16277,0
12200,0
20030,0
13949,0
18539,1
4498,0
15091,0
13436,0
14433,0
1591,0
13178,0
16233,0
4166,0
5957,0
16323,0
19579,0
11902,0
11721,0
17472,0
13027,1
5259,0
8563,1
5080,1
11011,0
1327,0
4412,0
10311,0
20221,0
20781,0
16793,0
4445,0
13376,0
20127,1
2973,0
1738,1
6807,0
4463,0
7356,1
10031,0
13607,0
9895,0
1122,0
1921,0
652,0
16701,0
14388,0
15590,0
9675,0
17126,0
7039,0
16204,0
6779,0
20152,0
893,0
5178,0
11853,0
9664,1
7814,0
15017,0
18940,0
10956,0
12112,0
18363,0
8076,1
11102,0
4062,0
9114,0
8479,0
8901,0
12413,0
3476,1
19874,0
645,0
1660,0
15246,0
3961,0
8920,0
6157,0
14888,0
18500,0
12884,0
3740,0
18622,1
19046,0
18993,0
11034,1
14631,0
4748,0
1790,0
12074,0
9025,0
7536,1
15790,0
15299,0
2226,1
19867,0
1825,0
2872,0
3834,1
17863,1
18731,1
19256,0
5161,1
5166,0
15938,0
11948,0
15795,1
15452,0
19741,0
5499,0
15904,0
18196,0
1242,0
3594,1
7562,0
19197,0
9509,0
10581,0
6279,0
17269,0
2377,1
4122,0
5804,0
14489,0
14367,1
4896,0
14450,0
11162,0
11941,0
20590,0
3725,0
4539,0
3343,1
4930,0
14734,0
17081,0
3307,0
5841,0
8145,0
17002,0
5400,0
11741,0
6529,0
16148,1
10452,0
11615,1
1375,0
14277,0
18961,0
12445,0
14837,0
11963,1
1507,0
934,0
18459,0
2244,0
10465,0
2870,0
8416,0
2327,0
9036,0
14534,1
6712,0
12499,0
16280,0
12075,0
3077,1
18847,0
18707,0
3322,0
17509,0
2484,0
6987,0
19077,0
13756,0
20019,0
7777,1
16609,0
1995,0
16242,0
11581,1
17447,0
5182,0
9382,0
14110,0
3831,0
11411,0
19764,0
17257,1
382,0
3078,0
16020,0
13818,0
20230,0
5430,0
5691,0
12896,0
7224,0
16029,1
18606,1
11281,0
16839,1
8574,1
16677,0
14553,1
14616,0
4431,0
3042,0
3672,1
8011,0
1701,0
18663,0
1419,0
16300,0
20461,0
6275,0
20072,0
9510,0
8063,0
11693,0
13548,1
3571,0
9033,0
5842,0
1116,1
11602,0
20500,0
3545,0
14869,0
11297,0
3548,1
7252,0
13821,0
2154,0
3887,0
13993,0
19191,0
2612,0
18504,0
14539,0
8364,0
15314,0
20183,0
262,0
19871,0
12489,1
10491,0
15473,0
102,0
8723,0
2156,1
11509,0
20099,1
14799,0
1901,0
19117,0
19427,0
11601,1
663,0
1206,1
16395,0
9267,0
13441,0
4406,0
9486,0
6506,0
1774,0
15086,1
10225,0
7531,1
6488,0
93,0
4306,0
2551,0
7555,1
17014,0
9973,0
3061,0
5782,0
15249,0
9711,0
15250,0
215,0
12136,0
20009,0
20797,1
16343,1
9953,0
7522,0
20279,0
14969,1
18028,0
11222,0
6512,1
15803,0
6064,0
3362,0
9380,0
14101,0
10133,0
3609,0
14662,0
8037,0
10525,0
1434,0
4111,0
5243,0
1355,0
17294,0
1742,0
1653,1
15552,0
2962,1
14638,0
8739,0
13002,0
5209,0
5512,1
1251,1
6811,0
9196,1
18762,0
6948,0
14561,0
10291,0
10298,0
10373,0
13088,0
3646,0
7378,0
4326,0
5679,0
6615,1
3965,0
1756,0
17191,0
10864,0
9015,0
3593,0
11243,0
13655,1
2812,0
7246,0
1854,0
16384,0
5757,0
4457,0
14194,1
2823,1
5998,0
3216,1
16188,1
829,0
20963,0
8823,0
13279,1
12118,0
2875,0
4164,0
15175,0
17693,0
3326,0
20381,1
5651,0
19992,0
14390,0
4812,1
4473,0
9932,1
12727,0
6945,1
17271,0
13244,0
7623,0
12467,0
15467,0
15772,1
14002,0
18712,0
1035,1
2963,0
2196,0
13134,1
8281,0
10283,0
14141,1
202,0
9415,0
11510,0
19219,0
20865,0
18857,0
4033,0
1081,0
4409,0
1680,1
963,0
12012,0
6732,0
19872,1
14381,0
11035,0
3110,0
13861,1
19868,0
6394,0
19861,1
562,0
9638,0
1046,1
20509,0
1806,0
9271,1
19023,1
20032,0
18930,0
11009,0
10315,1
10324,0
9618,0
17715,0
13951,1
1621,0
7525,0
14064,1
5392,1
8809,0
227,0
11258,1
4478,0
5643,0
9619,1
12670,0
15646,0
