,id,safra,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sum_bill,avg_bill,max_bill,sum_bill,avg_bill,max_bill
20054,20055,200604,80000,2,2,2,33,0,0,0,0,2,0,12554,13564,14608,17441,16866,17443,1523,1567,3400,0,1000,1000,92476.0,15412.67,17443.0,8490.0,1415.0,3400.0
10457,10458,200601,260000,2,2,1,38,-1,-1,-1,-1,0,0,892,2955,10319,4078,749,1040,2955,10319,4078,0,1040,1724,20033.0,3338.83,10319.0,20116.0,3352.67,10319.0
13974,13975,200602,120000,2,3,1,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5276,5277,200511,60000,1,3,2,34,2,0,0,0,0,0,58501,59225,59592,58654,58664,59323,2300,2578,2039,2088,2767,1750,353959.0,58993.17,59592.0,13522.0,2253.67,2767.0
7510,7511,200512,380000,2,3,2,31,-1,-1,-1,-1,-1,-1,3859,9194,15157,11147,12483,13680,9240,15233,11202,12493,13748,18061,65520.0,10920.0,15157.0,79977.0,13329.5,18061.0
550,551,200510,100000,1,3,1,52,0,0,2,2,2,0,4657,6068,6418,6781,6144,7638,1500,1000,1000,0,2000,2000,37706.0,6284.33,7638.0,7500.0,1250.0,2000.0
9523,9524,200601,20000,2,2,1,43,0,0,0,0,0,0,7470,8492,9547,20766,12197,12994,1145,1200,2000,3000,1000,2000,71466.0,11911.0,20766.0,10345.0,1724.17,3000.0
13361,13362,200602,230000,1,1,2,27,-1,-1,-1,-1,-1,-1,5652,7652,2062,2007,2104,394,7662,2066,2007,2108,394,3214,19871.0,3311.83,7652.0,17451.0,2908.5,7662.0
192,193,200510,180000,2,1,2,29,-1,-1,-1,-2,-1,0,11386,199,0,0,17227,17042,199,0,0,17227,341,5114,45854.0,7642.33,17227.0,22881.0,3813.5,17227.0
16171,16172,200603,350000,2,2,2,40,-2,-2,-2,-2,-2,-2,26774,22062,38491,4683,3797,6677,22181,38683,4706,3816,6708,20105,102484.0,17080.67,38491.0,96199.0,16033.17,38683.0
9111,9112,200601,480000,1,2,1,39,0,0,0,0,0,0,428927,436425,300134,315067,321825,328781,15000,30000,20000,12000,12500,12200,2131159.0,355193.17,436425.0,101700.0,16950.0,30000.0
7651,7652,200512,170000,1,1,1,40,0,0,0,0,0,0,171841,171014,168142,169821,173014,163570,7540,7540,6301,6517,6035,6435,1017402.0,169567.0,173014.0,40368.0,6728.0,7540.0
18081,18082,200604,100000,1,2,1,41,1,2,0,0,0,0,96310,78965,74289,70534,61450,65482,0,2600,6459,2500,5000,0,447030.0,74505.0,96310.0,16559.0,2759.83,6459.0
9182,9183,200601,50000,1,1,2,24,0,0,0,0,0,0,42058,35340,22110,19837,19855,20151,1367,1606,692,709,721,692,159351.0,26558.5,42058.0,5787.0,964.5,1606.0
6978,6979,200512,170000,1,1,2,30,-1,2,2,-1,-1,-1,998,998,0,499,724,390,0,0,499,724,390,424,3609.0,601.5,998.0,2037.0,339.5,724.0
17763,17764,200603,30000,2,3,1,56,1,3,2,2,2,2,25158,24466,24087,25890,25175,26870,0,300,2500,0,2100,0,151646.0,25274.33,26870.0,4900.0,816.67,2500.0
15762,15763,200603,60000,2,2,1,23,2,2,2,0,0,0,58032,61026,44438,35619,30210,1527,4800,0,1539,1500,1527,27887,230852.0,38475.33,61026.0,37253.0,6208.83,27887.0
691,692,200510,170000,1,2,2,27,-1,2,2,-2,-2,-2,1170,780,0,0,0,0,0,0,0,0,0,0,1950.0,325.0,1170.0,0.0,0.0,0.0
15903,15904,200603,50000,2,3,2,29,2,0,0,0,0,0,48259,48740,26953,27860,28420,29045,1726,1500,1376,936,1000,1100,209277.0,34879.5,48740.0,7638.0,1273.0,1726.0
9763,9764,200601,200000,1,2,2,46,0,0,0,0,0,0,18564,77518,82794,80248,64174,51204,60000,20000,20248,45000,40000,54600,374502.0,62417.0,82794.0,239848.0,39974.67,60000.0
15364,15365,200603,360000,2,1,1,48,-1,-1,-2,-1,-1,-1,485,-15,-15,12588,1243,-6,0,0,12603,1250,0,420,14280.0,2380.0,12588.0,14273.0,2378.83,12603.0
9952,9953,200601,20000,1,1,2,37,2,2,2,2,2,0,14688,16827,17251,17672,17250,18305,2700,1000,1000,0,1500,1500,101993.0,16998.83,18305.0,7700.0,1283.33,2700.0
15253,15254,200603,180000,2,1,2,37,0,0,0,0,0,0,34607,43623,46667,31931,33928,35235,10000,5000,15000,5000,2000,5000,225991.0,37665.17,46667.0,42000.0,7000.0,15000.0
7899,7900,200512,80000,2,3,1,53,0,0,0,0,0,0,66002,68679,70906,71474,72936,63912,5000,5000,3000,3000,3000,3000,413909.0,68984.83,72936.0,22000.0,3666.67,5000.0
6079,6080,200512,670000,1,1,2,28,0,0,0,0,0,0,88612,91137,99314,95292,63782,41114,5000,10000,4500,6000,1300,3000,479251.0,79875.17,99314.0,29800.0,4966.67,10000.0
16310,16311,200603,200000,2,2,1,36,0,0,0,0,0,0,175000,184057,189643,115046,24895,35410,12000,9427,5934,13000,11000,1320,724051.0,120675.17,189643.0,52681.0,8780.17,13000.0
18681,18682,200604,20000,2,1,2,27,-1,-1,-2,-2,-2,-2,4734,0,0,0,0,0,0,0,0,0,0,3187,4734.0,789.0,4734.0,3187.0,531.17,3187.0
12147,12148,200602,110000,1,1,2,27,0,0,0,0,0,0,34314,33538,37448,34963,28197,30331,5000,5000,3000,3150,3000,3000,198791.0,33131.83,37448.0,22150.0,3691.67,5000.0
8204,8205,200512,150000,1,1,1,40,0,0,0,0,-1,0,123548,94995,52874,64269,73351,68257,4221,3094,30454,100049,5098,30242,477294.0,79549.0,123548.0,173158.0,28859.67,100049.0
12296,12297,200602,420000,1,1,1,32,0,0,0,0,0,0,45060,25056,24751,24984,24983,23751,1407,1332,963,877,1000,908,168585.0,28097.5,45060.0,6487.0,1081.17,1407.0
12764,12765,200602,110000,2,3,1,29,1,2,0,0,0,2,109636,96380,56414,56677,109583,107981,0,3000,2000,53700,0,3000,536671.0,89445.17,109636.0,61700.0,10283.33,53700.0
10159,10160,200601,20000,1,3,2,24,0,0,0,0,0,-2,14628,16391,18045,18055,0,0,3000,2000,1000,0,0,0,67119.0,11186.5,18055.0,6000.0,1000.0,3000.0
15633,15634,200603,180000,2,2,2,27,0,0,0,0,0,0,53490,54552,56300,56831,57958,59330,1952,2627,2063,2072,2303,2500,338461.0,56410.17,59330.0,13517.0,2252.83,2627.0
3045,3046,200511,180000,1,1,1,38,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,1956.0,326.0,326.0,1956.0,326.0,326.0
8267,8268,200512,30000,1,3,2,25,0,0,0,0,0,2,22821,23846,24864,25360,26999,26414,1397,1415,911,2051,0,1500,150304.0,25050.67,26999.0,7274.0,1212.33,2051.0
9653,9654,200601,200000,2,2,1,49,-1,-1,2,0,0,0,3024,11080,8736,26383,27959,20360,10000,0,20000,10000,5000,1520,97542.0,16257.0,27959.0,46520.0,7753.33,20000.0
10721,10722,200601,30000,2,1,2,28,0,0,0,0,0,0,6359,7461,5172,5931,7665,9535,1230,1241,1000,2000,2000,0,42123.0,7020.5,9535.0,7471.0,1245.17,2000.0
7340,7341,200512,240000,2,1,2,28,0,0,0,0,0,0,168068,168685,94520,14422,12552,20550,6042,3558,1000,600,10550,9000,478797.0,79799.5,168685.0,30750.0,5125.0,10550.0
10099,10100,200601,240000,2,1,2,28,1,-1,-1,-1,-1,-1,0,1748,0,14944,968,10408,1748,0,14944,968,10408,0,28068.0,4678.0,14944.0,28068.0,4678.0,14944.0
18781,18782,200604,200000,2,1,1,30,1,2,2,2,-1,-1,38398,20693,27932,12585,45031,19836,0,15015,0,45031,20000,45010,164475.0,27412.5,45031.0,125056.0,20842.67,45031.0
17178,17179,200603,140000,2,2,1,29,0,0,0,0,0,0,100064,95224,104440,88467,71519,63150,6029,30000,7981,3000,3000,3000,522864.0,87144.0,104440.0,53010.0,8835.0,30000.0
14571,14572,200602,30000,2,3,1,53,0,0,0,0,-1,0,30587,29462,28068,23362,29837,30357,1700,1288,982,32000,2000,1436,171673.0,28612.17,30587.0,39406.0,6567.67,32000.0
16675,16676,200603,230000,1,3,1,46,-2,-2,-2,-2,-2,-2,1313,1414,1258,2565,-5,1100,1421,1264,2577,0,1105,0,7645.0,1274.17,2565.0,6367.0,1061.17,2577.0
9170,9171,200601,70000,2,2,2,30,2,0,0,2,0,0,29773,30542,33033,32203,32884,33587,1550,3000,0,1200,1250,2000,192022.0,32003.67,33587.0,9000.0,1500.0,3000.0
11936,11937,200601,50000,2,2,1,49,-1,-1,0,0,-1,-1,3126,25362,23683,22833,1352,20791,25368,1237,457,1354,20794,540,97147.0,16191.17,25362.0,49750.0,8291.67,25368.0
19385,19386,200604,180000,2,2,1,29,1,4,3,2,2,-2,20867,20168,14464,3455,0,0,0,0,0,0,0,0,58954.0,9825.67,20867.0,0.0,0.0,0.0
11443,11444,200601,130000,1,3,1,40,-1,0,-1,-1,-2,-2,3015,2620,1330,0,0,0,1000,1330,0,0,0,0,6965.0,1160.83,3015.0,2330.0,388.33,1330.0
577,578,200510,80000,1,1,2,31,-1,-1,-1,-1,2,-1,5994,32223,8308,4082,538,4085,13647,8314,4082,0,4085,0,55230.0,9205.0,32223.0,30128.0,5021.33,13647.0
19062,19063,200604,140000,2,1,2,29,0,0,0,0,0,0,130261,95550,96273,91059,92609,95184,3474,4000,4000,3500,8000,5000,600936.0,100156.0,130261.0,27974.0,4662.33,8000.0
14704,14705,200602,50000,1,1,2,32,0,0,0,-1,0,0,20542,10858,0,777,793,26793,1411,0,777,16,26000,1000,59763.0,9960.5,26793.0,29204.0,4867.33,26000.0
19275,19276,200604,210000,2,1,1,33,-2,-2,-2,-2,-2,-2,1345,6087,947,500,1283,500,6087,947,500,1283,500,500,10662.0,1777.0,6087.0,9817.0,1636.17,6087.0
5105,5106,200511,80000,1,2,3,45,0,0,0,0,0,0,28219,29276,30210,30505,31184,28641,1816,1750,1045,1123,1038,2008,178035.0,29672.5,31184.0,8780.0,1463.33,2008.0
7393,7394,200512,100000,2,2,1,41,0,0,0,0,0,0,107224,107126,101859,79519,74368,58481,7000,3533,2673,3500,4303,3023,528577.0,88096.17,107224.0,24032.0,4005.33,7000.0
4039,4040,200511,140000,2,3,1,38,2,2,0,0,2,2,122283,118913,120435,139795,142950,140505,0,5000,21500,5500,0,5000,784881.0,130813.5,142950.0,37000.0,6166.67,21500.0
10501,10502,200601,50000,2,2,1,37,0,0,0,0,0,0,51734,51665,51105,47494,31375,30781,2003,1680,1860,1061,1392,8000,264154.0,44025.67,51734.0,15996.0,2666.0,8000.0
9389,9390,200601,40000,1,2,2,26,1,2,2,2,2,2,39826,40690,32183,38897,40234,40536,1900,390,8000,2500,1500,0,232366.0,38727.67,40690.0,14290.0,2381.67,8000.0
18997,18998,200604,330000,2,2,1,28,0,0,0,0,0,2,221793,225079,229947,233122,246414,253338,10000,10000,8507,17215,11000,0,1409693.0,234948.83,253338.0,56722.0,9453.67,17215.0
5053,5054,200511,320000,1,2,2,32,0,0,0,0,0,0,75122,70308,51223,52371,54518,56601,4000,3000,2000,3000,3000,4000,360143.0,60023.83,75122.0,19000.0,3166.67,4000.0
14113,14114,200602,50000,2,2,2,23,2,2,-2,-2,-2,-1,4338,0,0,0,0,74,0,0,0,0,74,390,4412.0,735.33,4338.0,464.0,77.33,390.0
12646,12647,200602,500000,1,3,2,31,-2,-2,-2,-2,-2,-2,453,16577,40489,39744,26765,2837,16783,40496,1075,2133,2851,85327,126865.0,21144.17,40489.0,148665.0,24777.5,85327.0
12430,12431,200602,20000,1,2,2,24,2,2,4,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,9900.0,1650.0,1650.0,0.0,0.0,0.0
14470,14471,200602,220000,1,1,1,48,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,5000.0,833.33,2500.0,0.0,0.0,0.0
15626,15627,200603,200000,2,2,2,33,-1,2,2,-2,-2,-1,10111,2900,0,0,0,4549,0,0,0,0,4549,0,17560.0,2926.67,10111.0,4549.0,758.17,4549.0
8831,8832,200512,50000,1,2,1,37,0,0,2,2,2,2,24801,27600,26858,28209,29108,29980,3200,0,1800,1500,1500,2500,166556.0,27759.33,29980.0,10500.0,1750.0,3200.0
5059,5060,200511,140000,2,2,1,24,-1,-1,-1,-1,-1,-1,696,696,696,696,696,696,696,696,696,696,696,696,4176.0,696.0,696.0,4176.0,696.0,696.0
17379,17380,200603,30000,2,3,1,28,0,0,0,2,2,0,12430,13419,15897,16340,15780,16127,1200,2700,1000,0,600,1400,89993.0,14998.83,16340.0,6900.0,1150.0,2700.0
12589,12590,200602,60000,2,2,2,26,0,0,0,0,0,0,3724,5782,24653,25831,27483,28085,5600,20000,2500,3000,2000,1500,115558.0,19259.67,28085.0,34600.0,5766.67,20000.0
9118,9119,200601,160000,1,1,1,49,-1,-1,2,-1,-1,-1,316,632,316,316,316,316,632,0,316,316,316,316,2212.0,368.67,632.0,1896.0,316.0,632.0
10810,10811,200601,380000,2,2,2,41,0,0,0,0,-1,0,86950,76202,63536,22345,9222,10551,3239,1283,453,9222,10551,5088,268806.0,44801.0,86950.0,29836.0,4972.67,10551.0
18513,18514,200604,60000,2,2,1,24,2,2,0,0,0,0,28600,27073,27396,27499,28060,27472,0,1460,1439,1000,1014,1078,166100.0,27683.33,28600.0,5991.0,998.5,1460.0
13031,13032,200602,120000,2,2,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5215,5216,200511,350000,2,1,2,32,0,-1,-1,-1,0,0,10830,2749,3229,3096,6373,10531,2749,3229,3500,4000,5000,4000,36808.0,6134.67,10830.0,22478.0,3746.33,5000.0
20586,20587,200604,380000,1,1,2,29,0,-1,-1,-1,-1,-1,24469,30689,19947,22529,3885,23616,30690,10007,24012,3906,24018,13024,125135.0,20855.83,30689.0,105657.0,17609.5,30690.0
7265,7266,200512,360000,2,3,2,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12350,12351,200602,20000,1,2,2,21,0,0,0,-2,-2,-2,19030,19783,0,0,0,0,1500,0,0,0,0,0,38813.0,6468.83,19783.0,1500.0,250.0,1500.0
14434,14435,200602,10000,1,2,2,32,1,2,0,0,0,0,9001,8322,8630,8630,7850,8150,0,1400,0,0,1600,0,50583.0,8430.5,9001.0,3000.0,500.0,1600.0
13697,13698,200602,500000,2,1,1,56,-1,-1,-1,-1,-1,-1,881,1035,29944,10528,17907,3147,1035,29944,10528,17907,3147,5011,63442.0,10573.67,29944.0,67572.0,11262.0,29944.0
4163,4164,200511,160000,2,2,2,29,-1,-1,-1,-1,-1,-2,2248,-2,4903,5525,-10,-10,0,4905,5525,10,0,5685,12654.0,2109.0,5525.0,16125.0,2687.5,5685.0
8813,8814,200512,160000,2,2,2,37,-1,-1,-1,0,0,0,12037,5123,2460,6460,5360,0,5123,2460,4000,107,0,3960,31440.0,5240.0,12037.0,15650.0,2608.33,5123.0
15372,15373,200603,390000,2,1,2,30,0,0,0,0,0,0,152535,153477,148629,141571,126583,154557,5153,10000,10000,5010,50000,5000,877352.0,146225.33,154557.0,85163.0,14193.83,50000.0
15841,15842,200603,210000,2,2,2,28,-2,-2,-2,-2,-2,-2,2316,2316,2836,2316,1446,131242,2316,2836,2316,1446,131242,5000,142472.0,23745.33,131242.0,145156.0,24192.67,131242.0
13925,13926,200602,240000,2,1,2,26,-1,2,-1,-1,0,-1,1611,1435,2236,3166,1925,3326,14,2236,3166,0,3326,490,13699.0,2283.17,3326.0,9232.0,1538.67,3326.0
2805,2806,200510,120000,2,1,1,39,1,-2,-2,-2,-1,-1,0,0,0,0,915,0,0,0,0,915,0,0,915.0,152.5,915.0,915.0,152.5,915.0
5017,5018,200511,190000,2,2,1,34,0,0,2,2,2,0,86730,93705,91317,96079,94428,100618,9310,0,7200,0,8000,4000,562877.0,93812.83,100618.0,28510.0,4751.67,9310.0
5427,5428,200511,50000,2,3,1,50,0,0,2,0,0,0,35415,38940,36319,22538,23013,23465,6960,0,1000,1000,1000,1000,179690.0,29948.33,38940.0,10960.0,1826.67,6960.0
9652,9653,200601,300000,2,2,1,26,-1,-1,-1,-1,-1,-1,316,316,316,316,316,466,316,316,316,316,466,316,2046.0,341.0,466.0,2046.0,341.0,466.0
7419,7420,200512,80000,1,1,2,29,-1,-1,2,0,0,0,2946,4599,1863,3309,1446,390,4599,0,1446,0,0,2493,14553.0,2425.5,4599.0,8538.0,1423.0,4599.0
12398,12399,200602,400000,2,1,2,29,1,2,0,0,0,0,77970,70557,71867,72137,72955,76467,0,3200,2750,3000,5800,2800,441953.0,73658.83,77970.0,17550.0,2925.0,5800.0
10842,10843,200601,50000,2,3,1,50,2,0,0,0,2,0,48381,47810,48123,51060,50162,48209,2200,2100,4000,0,2000,2000,293745.0,48957.5,51060.0,12300.0,2050.0,4000.0
8429,8430,200512,240000,1,3,1,43,0,0,0,0,0,0,191453,193548,190288,186770,180458,178722,8500,8300,7000,7000,7000,6500,1121239.0,186873.17,193548.0,44300.0,7383.33,8500.0
1357,1358,200510,20000,2,2,1,22,2,2,2,0,0,0,16726,19143,18391,18562,11798,0,3000,0,371,1236,0,0,84620.0,14103.33,19143.0,4607.0,767.83,3000.0
17384,17385,200603,180000,2,1,2,33,2,-1,-1,-1,-1,-1,416,416,416,416,150,982,416,416,416,150,982,416,2796.0,466.0,982.0,2796.0,466.0,982.0
5330,5331,200511,50000,1,3,1,42,0,0,0,0,0,0,47838,49246,50376,9408,9605,9806,2180,2310,336,348,360,349,176279.0,29379.83,50376.0,5883.0,980.5,2310.0
13042,13043,200602,280000,2,2,2,30,0,0,0,0,-1,-1,61282,53394,17644,0,5468,0,7900,4157,0,5468,0,330,137788.0,22964.67,61282.0,17855.0,2975.83,7900.0
14663,14664,200602,300000,2,2,2,39,-1,-1,-1,-1,-1,-1,6293,5483,990,990,990,990,5490,990,990,990,990,990,15736.0,2622.67,6293.0,10440.0,1740.0,5490.0
13259,13260,200602,360000,2,1,2,26,-2,-2,-2,-2,-2,-2,145,3526,8510,7831,8864,10845,3600,8510,4000,5000,5000,5398,39721.0,6620.17,10845.0,31508.0,5251.33,8510.0
18052,18053,200604,290000,1,2,2,45,0,0,0,0,0,0,212643,192933,174184,163792,120754,236402,6755,6900,6733,5632,235024,8700,1100708.0,183451.33,236402.0,269744.0,44957.33,235024.0
2199,2200,200510,20000,1,2,1,37,0,0,-1,-1,-2,-1,17219,14640,19400,0,0,17666,2000,19400,0,0,17666,0,68925.0,11487.5,19400.0,39066.0,6511.0,19400.0
2038,2039,200510,10000,2,2,2,22,-1,-1,-1,-1,0,-1,5208,654,9954,9719,6547,654,654,9954,9919,0,654,264,32736.0,5456.0,9954.0,21445.0,3574.17,9954.0
5862,5863,200511,180000,2,2,2,26,0,0,0,0,0,0,10874,9324,7738,6369,6109,7603,2000,2000,2000,3109,5000,5520,48017.0,8002.83,10874.0,19629.0,3271.5,5520.0
19184,19185,200604,20000,2,1,2,22,0,0,0,0,0,0,18390,19760,18570,17604,11973,9517,2000,1376,1383,1000,455,1500,95814.0,15969.0,19760.0,7714.0,1285.67,2000.0
1593,1594,200510,240000,1,1,2,35,-2,-2,-2,-2,-1,-1,15432,10835,22134,32823,1897,5627,10851,22258,20076,2099,5827,0,88748.0,14791.33,32823.0,61111.0,10185.17,22258.0
13600,13601,200602,30000,2,3,2,39,0,0,0,0,0,0,27782,5585,29572,26387,11207,0,2023,27887,2000,1000,0,0,100533.0,16755.5,29572.0,32910.0,5485.0,27887.0
16179,16180,200603,230000,2,1,2,31,-1,-1,-1,-1,-1,-1,903,1711,1292,885,1292,795,1711,1292,885,1292,795,1035,6878.0,1146.33,1711.0,7010.0,1168.33,1711.0
17119,17120,200603,300000,2,3,2,27,0,0,0,0,0,0,105786,113850,116918,119929,122914,125910,9000,4000,4000,4000,4000,4000,705307.0,117551.17,125910.0,29000.0,4833.33,9000.0
17780,17781,200603,100000,2,3,1,60,-1,-1,3,2,-1,-1,2178,4944,4709,2234,2267,2168,7300,0,0,2300,2168,2300,18500.0,3083.33,4944.0,14068.0,2344.67,7300.0
19253,19254,200604,70000,2,2,1,44,0,0,0,0,0,0,34135,27683,28311,24094,21317,9736,2020,5000,3011,1500,1000,1000,145276.0,24212.67,34135.0,13531.0,2255.17,5000.0
20126,20127,200604,50000,2,3,1,48,-1,-1,2,-1,-1,0,2896,1360,812,4012,28672,28875,1500,500,4100,28800,1011,1041,66627.0,11104.5,28875.0,36952.0,6158.67,28800.0
10305,10306,200601,120000,2,2,1,41,-1,-1,-1,-1,-1,-1,7877,11532,13695,2050,804,0,11532,13740,2050,804,0,0,35958.0,5993.0,13695.0,28126.0,4687.67,13740.0
19863,19864,200604,260000,2,3,1,41,0,-1,-1,0,0,0,2472,8160,4549,5502,3487,5416,8160,4549,1056,139,2000,381,29586.0,4931.0,8160.0,16285.0,2714.17,8160.0
8151,8152,200512,260000,2,2,1,41,-1,-1,-1,-1,-1,-1,2699,3543,500,3540,2957,917,3543,505,3540,2957,917,0,14156.0,2359.33,3543.0,11462.0,1910.33,3543.0
5101,5102,200511,140000,2,2,1,35,-1,-1,-1,-1,-1,-1,4694,4340,4332,4058,2929,4345,4340,4332,4172,5544,4345,2178,24698.0,4116.33,4694.0,24911.0,4151.83,5544.0
20297,20298,200604,300000,2,1,2,55,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,951,0.0,0.0,0.0,951.0,158.5,951.0
10177,10178,200601,60000,2,2,1,30,0,0,0,0,0,0,36082,37127,38117,38874,38667,39544,1628,1618,1375,1403,1520,1205,228411.0,38068.5,39544.0,8749.0,1458.17,1628.0
1979,1980,200510,500000,2,1,1,35,0,0,0,0,0,0,35176,36193,44157,48322,21593,13866,2504,10004,5178,1047,2019,1004,199307.0,33217.83,48322.0,21756.0,3626.0,10004.0
18477,18478,200604,60000,2,2,2,25,-1,-1,0,0,0,0,995,7348,7242,6682,6223,7007,7353,2007,2011,2005,3003,3005,35497.0,5916.17,7348.0,19384.0,3230.67,7353.0
11144,11145,200601,150000,1,1,2,30,-1,-1,-1,0,-1,-1,3415,2419,1541,1345,23018,1989,2425,1541,4,23087,1996,4010,33727.0,5621.17,23018.0,33063.0,5510.5,23087.0
9407,9408,200601,160000,1,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13138,13139,200602,140000,2,1,1,32,0,0,0,0,0,0,129371,131025,39505,40894,39229,40679,5650,1650,2007,1500,2100,1500,420703.0,70117.17,131025.0,14407.0,2401.17,5650.0
7462,7463,200512,360000,2,2,1,38,-1,-1,-1,-1,-1,-1,1604,238,2402,3580,183,1995,239,2414,3597,183,2005,3635,10002.0,1667.0,3580.0,12073.0,2012.17,3635.0
13774,13775,200602,300000,2,1,2,25,1,-2,-1,0,0,0,-4,-231,10610,10520,120,0,227,10841,0,100,0,0,21015.0,3502.5,10610.0,11168.0,1861.33,10841.0
5677,5678,200511,50000,1,3,1,55,0,0,0,0,0,0,44258,28040,27935,51904,24147,24425,2489,1384,841,1013,819,15154,200709.0,33451.5,51904.0,21700.0,3616.67,15154.0
19380,19381,200604,300000,2,1,1,43,-1,-1,-1,-1,-1,-1,21953,32905,14458,18061,8016,5768,32905,14458,18061,8016,5768,7229,101161.0,16860.17,32905.0,86437.0,14406.17,32905.0
8873,8874,200512,360000,2,1,2,42,-2,-1,-1,-1,-1,-2,45603,29788,2950,6366,11480,222,29882,2950,6366,11480,222,4285,96409.0,16068.17,45603.0,55185.0,9197.5,29882.0
20911,20912,200604,160000,1,1,1,41,-1,-1,-1,-1,-1,2,776,230,1350,1310,2374,1444,230,1500,1310,1444,0,1000,7484.0,1247.33,2374.0,5484.0,914.0,1500.0
5198,5199,200511,20000,1,2,1,51,0,0,2,0,0,0,16849,18686,18877,19252,19415,19954,2116,800,682,701,858,394,113033.0,18838.83,19954.0,5551.0,925.17,2116.0
3105,3106,200511,350000,2,2,1,33,-2,-2,-1,0,0,0,-7438,144562,147437,135043,137980,138908,152000,6000,5000,4000,4017,5000,696492.0,116082.0,147437.0,176017.0,29336.17,152000.0
5670,5671,200511,340000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10546,10547,200601,30000,2,3,3,56,3,2,2,2,2,2,26551,25844,27574,28420,29318,28704,0,2478,1600,1498,0,1100,166411.0,27735.17,29318.0,6676.0,1112.67,2478.0
13669,13670,200602,400000,1,5,1,30,0,-1,-1,-1,-1,-1,3443,69,188,188,177,2378,69,188,188,177,2400,11320,6443.0,1073.83,3443.0,14342.0,2390.33,11320.0
16843,16844,200603,20000,1,2,2,43,0,0,0,0,0,0,19656,30177,16263,17287,17699,18413,1300,2600,1300,700,1000,700,119495.0,19915.83,30177.0,7600.0,1266.67,2600.0
5937,5938,200511,200000,2,2,1,36,-1,-1,-1,-1,-1,-1,1070,4078,1099,1099,1099,1099,4107,1099,1099,1099,1099,1099,9544.0,1590.67,4078.0,9602.0,1600.33,4107.0
10562,10563,200601,190000,1,2,1,36,0,0,0,0,0,0,79584,83108,82179,80874,81720,87685,7007,2912,2871,3501,8001,3234,495150.0,82525.0,87685.0,27526.0,4587.67,8001.0
17289,17290,200603,170000,2,3,1,40,1,2,0,0,0,0,179399,41265,20619,19520,5200,0,0,2000,1136,1000,0,36679,266003.0,44333.83,179399.0,40815.0,6802.5,36679.0
16275,16276,200603,80000,2,2,1,31,0,0,0,0,0,0,51346,52955,54063,54608,55695,56786,3000,2500,2000,2500,2500,2500,325453.0,54242.17,56786.0,15000.0,2500.0,3000.0
10236,10237,200601,220000,2,2,1,33,-2,-2,-2,-2,-2,-2,9649,8300,1590,1341,8171,14253,8300,1590,1341,8171,14253,3513,43304.0,7217.33,14253.0,37168.0,6194.67,14253.0
3236,3237,200511,120000,2,1,1,41,0,0,0,0,0,0,118847,113190,114113,111593,112533,111672,5000,6000,5000,5000,5000,5000,681948.0,113658.0,118847.0,31000.0,5166.67,6000.0
5414,5415,200511,280000,2,1,1,44,0,0,0,0,0,0,235635,197003,198808,187425,177340,180506,7665,6497,5555,5027,5065,5361,1176717.0,196119.5,235635.0,35170.0,5861.67,7665.0
14636,14637,200602,170000,1,1,2,43,-1,-1,-1,-1,-1,-1,1866,5750,200,41467,1028,2643,5750,200,41467,1328,2643,126,52954.0,8825.67,41467.0,51514.0,8585.67,41467.0
16598,16599,200603,10000,1,3,1,30,1,2,0,0,0,0,9211,8119,7604,7637,6056,2852,0,1176,1000,121,57,5507,41479.0,6913.17,9211.0,7861.0,1310.17,5507.0
165,166,200510,110000,2,1,2,27,0,0,0,0,0,0,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,539339.0,89889.83,104855.0,21100.0,3516.67,5500.0
6165,6166,200512,360000,2,2,3,42,0,0,0,0,0,0,429169,278515,259097,259999,265746,259299,16629,9519,9367,10001,9513,9973,1751825.0,291970.83,429169.0,65002.0,10833.67,16629.0
15103,15104,200603,420000,1,1,2,35,0,0,0,0,0,0,168182,163177,149406,136292,128344,120582,15000,6000,5000,10000,10000,10000,865983.0,144330.5,168182.0,56000.0,9333.33,15000.0
