,id,y,safra,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sum_bill,avg_bill,max_bill,sum_bill,avg_bill,max_bill
22765,22766,1,200605,180000,2,2,2,36,-1,-1,-1,-1,-1,-2,360,2240,6071,1554,0,0,2240,6071,1554,0,0,0,10225.0,1704.17,6071.0,9865.0,1644.17,6071.0
22766,22767,0,200605,360000,2,2,1,39,-1,-1,-1,-1,-1,-1,26680,22312,19181,16155,5936,15330,22434,19286,16243,5966,15407,43019,105594.0,17599.0,26680.0,122355.0,20392.5,43019.0
22767,22768,0,200605,620000,2,1,2,38,-1,-1,-1,-2,-1,0,1966,35703,1241,-119,23969,5567,35703,1241,119,24088,0,0,68327.0,11387.83,35703.0,61151.0,10191.83,35703.0
22768,22769,1,200605,60000,2,3,1,44,-1,0,0,0,0,0,63236,64683,66510,58622,47317,48726,2500,3000,2292,1526,2000,2000,349094.0,58182.33,66510.0,13318.0,2219.67,3000.0
22769,22770,0,200605,100000,2,1,2,32,0,-1,0,0,0,0,11273,694,1694,2096,2143,1723,694,1000,1000,47,0,3354,19623.0,3270.5,11273.0,6095.0,1015.83,3354.0
22770,22771,0,200605,200000,2,1,2,31,-1,-1,-1,-1,0,0,7773,3426,2000,1000,3000,2000,3643,2000,1000,2000,0,1249,19199.0,3199.83,7773.0,9892.0,1648.67,3643.0
22771,22772,0,200605,50000,2,3,2,36,0,0,0,0,0,0,49889,50326,50687,37200,29838,30062,1952,1703,1444,1027,1053,1077,248002.0,41333.67,50687.0,8256.0,1376.0,1952.0
22772,22773,1,200605,200000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,246,0.0,0.0,0.0,246.0,41.0,246.0
22773,22774,1,200605,10000,2,2,1,43,0,0,0,0,0,0,4834,1803,2819,3828,3905,4023,1038,1054,1063,140,181,80,21212.0,3535.33,4834.0,3556.0,592.67,1063.0
22774,22775,0,200605,280000,2,2,2,36,0,0,0,0,-2,-2,93982,105695,77704,0,0,0,15000,40000,0,0,0,336,277381.0,46230.17,105695.0,55336.0,9222.67,40000.0
22775,22776,0,200605,450000,2,2,1,46,-2,-2,-2,-2,-2,-2,30535,83371,17471,10342,51786,45747,84267,17566,10401,52045,45812,169,239252.0,39875.33,83371.0,210260.0,35043.33,84267.0
22776,22777,1,200605,260000,2,1,2,29,0,0,0,0,0,0,267336,264929,234214,169096,117873,79782,11000,9800,6000,4088,3000,3000,1133230.0,188871.67,267336.0,36888.0,6148.0,11000.0
22777,22778,0,200605,140000,2,2,3,30,0,0,0,0,0,0,124288,123172,130095,122342,77536,80783,10000,18000,10000,10000,20000,15000,658216.0,109702.67,130095.0,83000.0,13833.33,20000.0
22778,22779,0,200605,390000,2,1,2,33,0,0,0,0,0,0,84100,85538,79875,82853,82747,44143,5000,3500,4502,3518,2003,3001,459256.0,76542.67,85538.0,21524.0,3587.33,5000.0
22779,22780,0,200605,350000,2,1,1,41,-2,-2,-2,-2,-2,-2,5037,14994,3101,17321,-22,4443,15069,3116,17414,0,4465,9434,44874.0,7479.0,17321.0,49498.0,8249.67,17414.0
22780,22781,0,200605,50000,2,3,1,44,0,0,0,0,0,0,47497,47122,46789,37465,27450,28025,2306,2400,2000,983,1018,1030,234348.0,39058.0,47497.0,9737.0,1622.83,2400.0
22781,22782,0,200605,120000,2,2,2,46,0,0,0,0,0,0,68168,69187,68466,42941,40718,41613,2650,2884,2018,1411,1504,1500,331093.0,55182.17,69187.0,11967.0,1994.5,2884.0
22782,22783,0,200605,80000,2,2,1,45,0,0,0,0,0,0,17613,19009,20361,18722,12514,8905,2000,2000,1009,0,2000,0,97124.0,16187.33,20361.0,7009.0,1168.17,2000.0
22783,22784,0,200605,160000,2,3,3,36,-1,-1,0,-1,-1,-1,9330,31745,22829,6000,6000,0,31745,1049,6000,6000,0,4345,75904.0,12650.67,31745.0,49139.0,8189.83,31745.0
22784,22785,0,200605,90000,2,3,1,46,-2,-2,-2,-2,-2,-2,316,10758,10613,316,316,316,10758,10613,316,316,316,316,22635.0,3772.5,10758.0,22635.0,3772.5,10758.0
22785,22786,1,200605,190000,2,2,1,39,0,0,0,0,-1,0,180201,181443,155045,95145,86025,87836,7000,7000,3100,92101,3200,4300,785695.0,130949.17,181443.0,116701.0,19450.17,92101.0
22786,22787,1,200605,100000,2,3,1,40,2,2,0,0,0,0,13278,12773,16179,17597,18499,20531,0,3950,2000,1500,2500,4800,98857.0,16476.17,20531.0,14750.0,2458.33,4800.0
22787,22788,0,200605,210000,2,2,2,35,0,0,0,0,0,0,147812,135624,125469,103409,75498,72020,5000,7000,5000,4000,2447,3000,659832.0,109972.0,147812.0,26447.0,4407.83,7000.0
22788,22789,0,200605,160000,2,2,2,33,2,2,3,2,0,0,161771,172632,168541,164310,162681,163005,15000,0,0,6100,12300,6100,992940.0,165490.0,172632.0,39500.0,6583.33,15000.0
22789,22790,1,200605,240000,2,3,1,35,0,0,0,0,0,0,238166,236686,186613,189470,119525,121178,8522,9100,8244,5000,5000,4011,1091638.0,181939.67,238166.0,39877.0,6646.17,9100.0
22790,22791,0,200605,20000,2,1,2,36,-2,-2,-2,-2,-2,-2,223,0,0,0,0,0,0,0,0,0,0,0,223.0,37.17,223.0,0.0,0.0,0.0
22791,22792,1,200605,220000,2,2,1,36,2,2,2,2,0,0,192654,195725,197466,189149,187531,187856,8500,8200,0,7000,7000,7200,1150381.0,191730.17,197466.0,37900.0,6316.67,8500.0
22792,22793,0,200605,260000,2,1,2,44,0,0,0,0,0,0,279670,286796,295631,299692,164332,183033,11778,15000,8526,20000,20000,20092,1509154.0,251525.67,299692.0,95396.0,15899.33,20092.0
22793,22794,0,200605,500000,2,1,1,34,0,0,0,0,0,0,250263,247516,245012,243417,233968,209220,29000,29000,30000,30000,6110,6200,1429396.0,238232.67,250263.0,130310.0,21718.33,30000.0
22794,22795,0,200605,200000,2,2,2,34,-2,-2,-2,-2,-2,-2,0,0,0,445,2309,-10,0,0,445,2332,10,0,2744.0,457.33,2309.0,2787.0,464.5,2332.0
22795,22796,1,200605,260000,2,2,1,33,0,0,0,0,0,0,151123,134736,135593,120909,102524,40157,4002,6067,10000,3000,40157,1466,685042.0,114173.67,151123.0,64692.0,10782.0,40157.0
22796,22797,0,200605,170000,2,1,2,30,0,0,0,0,0,0,171992,168531,171440,174643,165584,169230,6027,6300,8451,6000,6320,6700,1021420.0,170236.67,174643.0,39798.0,6633.0,8451.0
22797,22798,0,200605,150000,2,2,1,38,-1,-1,0,0,-1,-1,5584,1106,2199,2997,735,1104,1106,1208,1006,50000,1104,0,13725.0,2287.5,5584.0,54424.0,9070.67,50000.0
22798,22799,0,200605,360000,2,2,1,37,-2,-2,-2,-2,-2,-2,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,-30.0,-5.0,-5.0,0.0,0.0,0.0
22799,22800,0,200605,260000,2,1,1,44,0,0,0,0,0,0,296349,300155,305798,306082,304048,14982,6891,8668,6907,6088,14982,12588,1527414.0,254569.0,306082.0,56124.0,9354.0,14982.0
22800,22801,0,200605,170000,2,1,2,30,0,-1,-1,-1,0,0,15220,8404,16835,2200,7510,12510,8404,16835,2200,5510,5000,8100,62679.0,10446.5,16835.0,46049.0,7674.83,16835.0
22801,22802,0,200605,230000,2,1,2,33,0,0,0,0,0,0,10765,11107,11748,12269,12102,12414,1300,1300,1200,500,500,500,70405.0,11734.17,12414.0,5300.0,883.33,1300.0
22802,22803,0,200605,620000,2,1,2,38,-1,-1,-1,-1,-1,-1,12136,7938,620,16022,2581,2867,8638,620,16032,2856,4197,920,42164.0,7027.33,16022.0,33263.0,5543.83,16032.0
22803,22804,0,200605,180000,2,1,1,35,0,0,0,0,0,0,68488,47603,48705,50140,60607,67976,3603,5705,3003,10607,7976,5412,343519.0,57253.17,68488.0,36306.0,6051.0,10607.0
22804,22805,0,200605,180000,2,1,1,33,-1,-1,-1,-1,-1,-1,7017,14824,19692,13115,24623,485,14824,19713,13117,24630,485,33283,79756.0,13292.67,24623.0,106052.0,17675.33,33283.0
22805,22806,1,200605,30000,2,2,3,45,-1,2,2,2,-1,2,5239,3434,4845,3048,8314,5080,0,3048,0,8314,0,4132,29960.0,4993.33,8314.0,15494.0,2582.33,8314.0
22806,22807,0,200605,300000,2,1,2,31,0,0,0,0,-1,-1,31827,11158,1616,3658,658,662,1009,1000,2700,658,662,0,49579.0,8263.17,31827.0,6029.0,1004.83,2700.0
22807,22808,0,200605,370000,2,2,1,35,0,0,0,0,0,0,236242,240804,243293,226471,217901,195244,10301,11000,9004,6930,6000,6100,1359955.0,226659.17,243293.0,49335.0,8222.5,11000.0
22808,22809,0,200605,80000,2,2,2,31,0,0,0,-1,-1,-1,28788,27620,26352,939,2202,1369,8000,1000,939,2202,1369,4827,87270.0,14545.0,28788.0,18337.0,3056.17,8000.0
22809,22810,0,200605,200000,2,4,2,40,0,0,0,0,0,0,201598,198373,152601,105588,73886,198487,10100,6700,5500,4500,127600,7500,930533.0,155088.83,201598.0,161900.0,26983.33,127600.0
22810,22811,0,200605,150000,2,3,1,42,-1,-1,-1,-1,-1,0,11070,5947,6152,7306,18726,13839,6151,6427,7306,18738,0,7154,63040.0,10506.67,18726.0,45776.0,7629.33,18738.0
22811,22812,0,200605,210000,2,2,1,33,0,0,0,2,2,2,159715,163060,168218,169726,173687,176510,6000,8000,6000,7000,6000,20000,1010916.0,168486.0,176510.0,53000.0,8833.33,20000.0
22812,22813,0,200605,70000,2,1,1,35,1,2,2,2,2,0,41730,40764,46281,47026,45971,47573,0,6500,1800,0,2500,2000,269345.0,44890.83,47573.0,12800.0,2133.33,6500.0
22813,22814,0,200605,80000,2,2,1,38,-1,-1,-1,0,0,-1,4404,5096,11473,21086,2034,17678,5096,11476,16037,0,17678,6000,61771.0,10295.17,21086.0,56287.0,9381.17,17678.0
22814,22815,0,200605,50000,2,2,3,44,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,2340.0,390.0,390.0,2340.0,390.0,390.0
22815,22816,1,200605,210000,2,1,2,33,0,0,0,0,2,-1,14682,1220,4048,1871,1320,257,1075,3923,1723,5,257,10843,23398.0,3899.67,14682.0,17826.0,2971.0,10843.0
22816,22817,0,200605,260000,2,2,1,33,0,0,0,0,0,0,112501,110395,112288,113388,114128,117005,4000,5550,5600,4100,4700,11002,679705.0,113284.17,117005.0,34952.0,5825.33,11002.0
22817,22818,0,200605,170000,2,1,1,36,-2,-2,-2,-2,-2,-2,7346,26797,3824,22709,0,0,27183,3824,22865,0,0,3809,60676.0,10112.67,26797.0,57681.0,9613.5,27183.0
22818,22819,0,200605,360000,2,3,2,35,-1,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,5000.0,833.33,2500.0,0.0,0.0,0.0
22819,22820,0,200605,500000,2,1,2,37,0,0,0,0,0,0,43643,46586,48832,49568,46939,49147,4000,3000,2000,2000,3000,7000,284715.0,47452.5,49568.0,21000.0,3500.0,7000.0
22820,22821,0,200605,290000,2,1,2,46,0,0,-1,-1,-1,-1,113618,289002,1332,21429,2228,156721,34507,1343,21542,2239,156733,7219,584330.0,97388.33,289002.0,223583.0,37263.83,156733.0
22821,22822,0,200605,200000,2,3,1,35,0,0,0,0,0,0,215090,208556,214321,134517,54711,23611,7700,9300,6500,3000,856,1152,850806.0,141801.0,215090.0,28508.0,4751.33,9300.0
22822,22823,0,200605,90000,2,2,1,47,0,0,0,0,0,0,28240,28477,28718,28847,28747,29177,2000,2000,2000,2000,2000,2000,172206.0,28701.0,29177.0,12000.0,2000.0,2000.0
22823,22824,0,200605,100000,2,2,2,41,-1,-1,-2,-1,0,0,1023,0,0,50063,22767,23399,0,0,50063,900,1000,1000,97252.0,16208.67,50063.0,52963.0,8827.17,50063.0
22824,22825,0,200605,290000,2,1,2,31,0,0,0,0,0,0,82939,82814,71541,59493,67821,71546,5017,4033,2828,10000,5000,3000,436154.0,72692.33,82939.0,29878.0,4979.67,10000.0
22825,22826,1,200605,50000,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22826,22827,0,200605,150000,2,1,1,32,0,0,0,-2,-2,-2,75918,77025,0,0,0,0,3525,0,0,0,0,0,152943.0,25490.5,77025.0,3525.0,587.5,3525.0
22827,22828,0,200605,400000,2,3,1,42,-1,-1,-1,-1,-1,-1,44198,10132,16932,13088,28540,11860,10132,16932,13088,28540,11860,3978,124750.0,20791.67,44198.0,84530.0,14088.33,28540.0
22828,22829,0,200605,50000,2,3,1,37,0,0,0,0,0,0,49080,49240,48751,30250,29570,26969,2228,2000,1370,949,922,2500,233860.0,38976.67,49240.0,9969.0,1661.5,2500.0
22829,22830,0,200605,400000,2,1,1,42,-1,2,-1,-1,-1,-1,80,80,3710,33605,47029,39400,0,3828,33627,47029,40000,0,123904.0,20650.67,47029.0,124484.0,20747.33,47029.0
22830,22831,1,200605,50000,2,2,1,37,2,2,2,2,2,3,19068,19947,21124,21480,22822,22171,1500,1800,1000,2000,0,1000,126612.0,21102.0,22822.0,7300.0,1216.67,2000.0
22831,22832,1,200605,50000,2,1,2,29,3,3,2,3,2,2,49624,48530,50255,49104,51044,50933,0,2800,0,3000,800,3000,299490.0,49915.0,51044.0,9600.0,1600.0,3000.0
22832,22833,0,200605,100000,2,1,2,34,0,0,0,0,0,2,66193,63155,50385,31371,54713,28347,3413,5010,10005,30326,0,20000,294164.0,49027.33,66193.0,68754.0,11459.0,30326.0
22833,22834,0,200605,170000,2,2,1,39,0,0,-1,0,0,0,100849,100000,10274,16446,16578,20487,2000,10274,6446,332,10487,5000,264634.0,44105.67,100849.0,34539.0,5756.5,10487.0
22834,22835,0,200605,150000,2,1,2,30,-2,-2,-2,-2,-1,-1,52806,12871,4876,9128,10460,5157,13497,4372,18853,10975,5157,15182,95298.0,15883.0,52806.0,68036.0,11339.33,18853.0
22835,22836,0,200605,360000,2,1,2,30,0,-1,-1,-1,-1,-2,37012,4810,3969,6657,642,6204,4924,3969,6657,642,6204,7052,59294.0,9882.33,37012.0,29448.0,4908.0,7052.0
22836,22837,1,200605,50000,2,2,1,31,0,0,0,0,0,0,46993,48208,49598,46363,9283,9632,2000,2200,1150,500,500,393,210077.0,35012.83,49598.0,6743.0,1123.83,2200.0
22837,22838,0,200605,180000,2,1,1,35,-1,-1,-1,-1,0,0,37701,32003,32254,47186,54286,112040,32005,32270,47186,44286,86000,148225,315470.0,52578.33,112040.0,389972.0,64995.33,148225.0
22838,22839,0,200605,350000,2,2,2,35,0,0,0,0,0,0,314309,313673,322806,328616,278858,281692,13000,15074,20353,10040,15000,10000,1839954.0,306659.0,328616.0,83467.0,13911.17,20353.0
22839,22840,0,200605,120000,2,3,1,38,0,0,0,0,0,0,111098,114863,118038,118805,59210,61267,5600,6500,5000,3000,3000,3000,583281.0,97213.5,118805.0,26100.0,4350.0,6500.0
22840,22841,0,200605,140000,2,2,1,33,-1,-1,-1,-1,0,0,1750,397,13126,3454,1747,1240,397,13126,3456,89,156,2813,21714.0,3619.0,13126.0,20037.0,3339.5,13126.0
22841,22842,0,200605,150000,2,3,1,34,0,0,0,-1,-1,-1,28210,19130,10000,8000,0,10000,1130,1000,8000,2000,10000,0,75340.0,12556.67,28210.0,22130.0,3688.33,10000.0
22842,22843,1,200605,260000,2,3,2,42,-1,-1,-2,-2,-2,-2,6783,0,0,0,0,0,0,0,0,0,0,0,6783.0,1130.5,6783.0,0.0,0.0,0.0
22843,22844,1,200605,50000,2,2,1,28,0,0,0,0,0,0,45797,47226,48065,49158,50646,12927,2500,1900,1898,2386,629,792,253819.0,42303.17,50646.0,10105.0,1684.17,2500.0
22844,22845,0,200605,180000,2,2,1,36,-1,-1,-1,-1,-1,-1,1000,92,92,603,1760,826,92,92,603,1760,826,826,4373.0,728.83,1760.0,4199.0,699.83,1760.0
22845,22846,0,200605,290000,2,3,1,44,-1,-1,-1,-1,-1,0,2615,0,679,3390,5784,5784,0,679,3390,5784,0,150,18252.0,3042.0,5784.0,10003.0,1667.17,5784.0
22846,22847,0,200605,40000,2,2,1,49,0,0,0,0,0,0,36159,38241,39121,40400,40000,40000,3000,1800,2000,0,0,0,233921.0,38986.83,40400.0,6800.0,1133.33,3000.0
22847,22848,0,200605,310000,2,1,2,36,0,0,0,0,0,0,67940,45746,46979,42045,40334,49542,2000,2000,2000,2000,13000,2000,292586.0,48764.33,67940.0,23000.0,3833.33,13000.0
22848,22849,1,200605,70000,2,2,2,46,0,0,0,0,0,0,86919,83200,80389,75854,33563,34563,3000,3815,3064,1000,1000,34000,394488.0,65748.0,86919.0,45879.0,7646.5,34000.0
22849,22850,0,200605,180000,2,1,1,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22850,22851,0,200605,570000,2,2,1,46,0,0,0,0,0,0,563892,569577,577957,563543,451401,108890,19534,25100,15159,11732,42880,422000,2835260.0,472543.33,577957.0,536405.0,89400.83,422000.0
22851,22852,1,200605,150000,2,3,2,41,2,0,0,0,0,0,102629,85817,78898,70886,65869,67805,3100,3160,2505,2500,3000,5000,471904.0,78650.67,102629.0,19265.0,3210.83,5000.0
22852,22853,0,200605,20000,2,2,2,30,1,2,0,0,0,0,16560,15997,17336,18345,18643,19094,0,1600,1602,900,900,636,105975.0,17662.5,19094.0,5638.0,939.67,1602.0
22853,22854,0,200605,180000,2,3,1,32,-1,-1,0,0,0,0,166,1484,2526,3452,3522,4909,1484,1074,1000,70,1387,28,16059.0,2676.5,4909.0,5043.0,840.5,1484.0
22854,22855,0,200605,100000,2,3,1,34,0,0,0,0,0,-1,9728,11099,8761,8289,6980,5571,5000,1333,3000,3000,5571,5149,50428.0,8404.67,11099.0,23053.0,3842.17,5571.0
22855,22856,1,200605,90000,2,1,2,31,0,0,2,2,2,2,77278,83357,85229,85939,83680,89319,8000,4100,3000,0,7000,3100,504802.0,84133.67,89319.0,25200.0,4200.0,8000.0
22856,22857,0,200605,150000,2,3,2,47,0,0,0,0,0,0,153412,153720,150540,153103,152060,151470,7000,7000,7000,5200,5500,6300,914305.0,152384.17,153720.0,38000.0,6333.33,7000.0
22857,22858,0,200605,490000,2,2,1,31,0,0,0,0,0,0,245566,238208,226020,212422,201680,164989,10095,9861,7055,6189,5046,5089,1288885.0,214814.17,245566.0,43335.0,7222.5,10095.0
22858,22859,1,200605,30000,2,3,1,33,0,0,2,2,2,0,39577,39995,38049,35435,31976,29704,3800,1700,1100,0,1030,1000,214736.0,35789.33,39995.0,8630.0,1438.33,3800.0
22859,22860,0,200605,300000,2,2,1,33,-1,-1,-1,-1,-1,0,996,1496,1496,1496,2490,1996,1500,1500,1500,2494,1006,1498,9970.0,1661.67,2490.0,9498.0,1583.0,2494.0
22860,22861,1,200605,140000,2,2,1,32,-1,2,2,-1,-1,0,739,739,-200,8700,1367,1367,0,0,8900,1367,0,0,12712.0,2118.67,8700.0,10267.0,1711.17,8900.0
22861,22862,0,200605,50000,2,2,2,32,0,0,0,0,0,0,12513,13595,14570,15523,15964,16554,1600,1500,1500,1000,1000,1000,88719.0,14786.5,16554.0,7600.0,1266.67,1600.0
22862,22863,1,200605,150000,2,1,2,31,2,2,2,2,2,0,17893,20669,20050,24701,24006,26599,3400,0,5000,0,3000,3000,133918.0,22319.67,26599.0,14400.0,2400.0,5000.0
22863,22864,0,200605,350000,2,1,2,32,0,0,0,0,0,0,87611,87325,90539,92941,99930,108411,3300,5116,5000,10000,10000,10000,566757.0,94459.5,108411.0,43416.0,7236.0,10000.0
22864,22865,0,200605,140000,2,2,2,32,-1,0,0,0,-1,0,15497,15073,11755,7453,38415,31685,1231,1262,1000,38415,4000,4000,119878.0,19979.67,38415.0,49908.0,8318.0,38415.0
22865,22866,0,200605,80000,2,3,1,43,-1,-1,-1,-1,0,0,1520,23190,0,19465,19454,19851,23190,0,19465,389,397,0,83480.0,13913.33,23190.0,43441.0,7240.17,23190.0
22866,22867,0,200605,80000,2,2,1,40,-1,-1,-1,-1,-1,-1,390,390,390,390,390,540,390,390,390,390,540,390,2490.0,415.0,540.0,2490.0,415.0,540.0
22867,22868,0,200605,210000,2,3,1,34,-2,-2,-2,-2,-2,-2,11848,5677,8173,6855,2200,1500,5687,8177,6860,2200,1500,2390,36253.0,6042.17,11848.0,26814.0,4469.0,8177.0
22868,22869,0,200605,110000,2,2,1,34,0,0,0,2,0,0,45302,44980,46987,45165,44636,45094,2100,4100,0,1800,2000,2000,272164.0,45360.67,46987.0,12000.0,2000.0,4100.0
22869,22870,0,200605,120000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22870,22871,0,200605,180000,2,2,2,28,-1,-1,-1,-1,-1,-1,3840,18588,1557,2540,3058,16030,18588,1562,2540,3058,16030,330,45613.0,7602.17,18588.0,42108.0,7018.0,18588.0
22871,22872,1,200605,340000,2,3,1,44,3,3,2,0,0,0,160596,155508,149627,150733,140171,134203,6,8,5117,5008,5021,6026,890838.0,148473.0,160596.0,21186.0,3531.0,6026.0
22872,22873,0,200605,220000,2,1,2,29,-2,-2,-1,-1,-1,-2,-12,-12,88,2207,1577,-963,0,100,2300,3083,732,231,2885.0,480.83,2207.0,6446.0,1074.33,3083.0
22873,22874,0,200605,230000,2,5,1,39,-1,-1,0,0,-2,-2,7479,31280,120000,0,0,0,31280,90000,0,0,0,0,158759.0,26459.83,120000.0,121280.0,20213.33,90000.0
22874,22875,0,200605,170000,2,1,2,27,0,0,0,0,0,0,10596,13410,15788,4853,5697,47830,3000,3000,1156,1000,46793,1760,98174.0,16362.33,47830.0,56709.0,9451.5,46793.0
22875,22876,0,200605,70000,2,1,2,28,0,0,0,0,0,0,44397,44923,46189,39327,38618,38404,3000,3000,3000,2000,2000,1800,251858.0,41976.33,46189.0,14800.0,2466.67,3000.0
22876,22877,0,200605,50000,2,3,1,31,0,0,0,0,0,0,10184,12204,13239,15254,16394,18124,2204,1239,2254,1394,2000,1019,85399.0,14233.17,18124.0,10110.0,1685.0,2254.0
22877,22878,0,200605,200000,2,3,2,30,0,0,0,0,0,0,192743,196031,196143,189524,167163,146975,9003,7300,7108,7680,6200,5000,1088579.0,181429.83,196143.0,42291.0,7048.5,9003.0
22878,22879,1,200605,290000,2,2,2,34,2,2,2,2,2,2,219757,214747,227698,232468,227226,241556,0,18000,10000,0,18000,0,1363452.0,227242.0,241556.0,46000.0,7666.67,18000.0
22879,22880,0,200605,80000,2,5,2,30,-1,-1,-1,0,0,0,2994,16709,29459,30472,36317,21671,16709,29469,5000,10000,2000,3000,137622.0,22937.0,36317.0,66178.0,11029.67,29469.0
22880,22881,0,200605,30000,2,3,1,39,1,2,2,2,2,2,25574,22897,25647,24937,26938,26374,0,3128,0,2419,0,700,152367.0,25394.5,26938.0,6247.0,1041.17,3128.0
22881,22882,1,200605,280000,2,1,2,37,0,0,0,0,0,0,280323,284176,283680,273446,279458,269333,10505,10424,10047,10683,10073,9084,1670416.0,278402.67,284176.0,60816.0,10136.0,10683.0
22882,22883,0,200605,100000,2,1,2,29,0,0,0,-1,0,0,85268,65279,33077,43593,40782,37949,5000,5024,43593,1700,1500,1500,305948.0,50991.33,85268.0,58317.0,9719.5,43593.0
22883,22884,0,200605,50000,2,1,1,35,-1,0,0,0,0,0,50202,39765,14565,15421,16061,4344,1200,5000,1500,1000,500,2000,140358.0,23393.0,50202.0,11200.0,1866.67,5000.0
22884,22885,1,200605,240000,2,2,1,43,-1,2,0,-1,0,0,2077,1588,41513,10657,7893,5347,0,41000,10657,0,5041,9190,69075.0,11512.5,41513.0,65888.0,10981.33,41000.0
22885,22886,0,200605,240000,2,1,1,31,0,0,0,0,0,0,3371,2880,6809,29324,30924,35770,2000,4015,25000,2000,5000,2000,109078.0,18179.67,35770.0,40015.0,6669.17,25000.0
22886,22887,0,200605,100000,2,1,1,31,1,-2,-2,-2,-2,-1,0,0,0,0,0,6179,0,0,0,0,6179,0,6179.0,1029.83,6179.0,6179.0,1029.83,6179.0
22887,22888,0,200605,210000,2,1,2,36,-2,-2,-2,-1,-1,-1,14516,4895,5292,8866,16809,5794,4915,5292,8872,16876,5794,2415,56172.0,9362.0,16809.0,44164.0,7360.67,16876.0
22888,22889,0,200605,400000,2,1,1,37,0,0,0,0,0,0,49447,59781,86070,100620,133307,117194,30000,50000,50006,38000,10000,12000,546419.0,91069.83,133307.0,190006.0,31667.67,50006.0
22889,22890,0,200605,280000,2,2,1,42,-2,-2,-2,-2,-2,-2,396,396,396,396,10948,61123,396,396,396,10948,61123,54802,73655.0,12275.83,61123.0,128061.0,21343.5,61123.0
22890,22891,0,200605,180000,2,2,2,36,-1,-1,-1,-2,-2,-1,802,2240,0,0,0,7322,2240,0,0,0,7322,2208,10364.0,1727.33,7322.0,11770.0,1961.67,7322.0
22891,22892,0,200605,500000,2,1,1,36,0,0,0,0,0,0,238847,242326,248425,242854,226764,210947,10000,10146,10103,7108,7396,5000,1410163.0,235027.17,248425.0,49753.0,8292.17,10146.0
22892,22893,0,200605,200000,2,2,1,45,0,0,0,0,0,0,144314,147532,147911,57903,60117,61828,7008,8000,5000,3000,3000,3000,619605.0,103267.5,147911.0,29008.0,4834.67,8000.0
22893,22894,1,200605,500000,2,1,2,27,0,-1,0,0,0,0,8328,24491,26085,27644,28884,32930,25450,2000,2000,2000,5000,5000,148362.0,24727.0,32930.0,41450.0,6908.33,25450.0
22894,22895,0,200605,200000,2,2,2,30,-2,-1,-1,-2,-2,-2,389,5889,389,389,389,389,5890,390,390,390,390,1168,7834.0,1305.67,5889.0,8618.0,1436.33,5890.0
22895,22896,0,200605,110000,2,2,1,27,1,2,2,0,0,0,110593,111679,108455,109392,78524,75745,4363,0,4012,3120,2800,3000,594388.0,99064.67,111679.0,17295.0,2882.5,4363.0
22896,22897,0,200605,280000,2,2,2,30,0,0,-1,0,0,0,21489,-86,4414,64183,61001,60601,5,4500,60000,1244,2000,4000,211602.0,35267.0,64183.0,71749.0,11958.17,60000.0
22897,22898,1,200605,100000,2,2,2,31,2,2,2,2,2,2,41052,42081,41131,43637,42635,45440,2000,0,3500,0,3500,2000,255976.0,42662.67,45440.0,11000.0,1833.33,3500.0
22898,22899,0,200605,70000,2,2,1,33,0,0,0,0,0,0,31130,16171,16373,16945,21462,11128,10171,3000,1260,6138,1128,500,113209.0,18868.17,31130.0,22197.0,3699.5,10171.0
22899,22900,0,200605,130000,2,3,1,47,-1,2,2,-1,0,-1,5027,4151,1622,5032,1749,3645,1622,16,5377,829,3645,4213,21226.0,3537.67,5032.0,15702.0,2617.0,5377.0
22900,22901,1,200605,30000,2,2,1,35,2,2,2,2,2,2,17880,19288,20313,19696,20670,20200,2000,1626,0,1600,0,1126,118047.0,19674.5,20670.0,6352.0,1058.67,2000.0
22901,22902,0,200605,30000,2,2,1,43,0,0,0,2,2,2,13135,14150,17210,16636,17908,17482,1240,3300,0,1548,0,637,96521.0,16086.83,17908.0,6725.0,1120.83,3300.0
22902,22903,0,200605,180000,2,1,2,27,-1,-1,0,0,0,0,2381,28048,25900,22964,21878,13715,28100,1743,1200,2000,2000,0,114886.0,19147.67,28048.0,35043.0,5840.5,28100.0
22903,22904,0,200605,100000,2,2,2,27,0,0,0,0,0,0,48051,49247,48799,49508,50686,51815,2000,2200,1822,2000,2100,2100,298106.0,49684.33,51815.0,12222.0,2037.0,2200.0
